"id","mqtl_name","chromosome","trait","parameter","category","position_interval","parsed_start","parsed_end","inferred_unit","reason","reference","doi","source_file","needs_review"
"M00160","MQTL6","7B","Yield","Grain yield and related traits","Yield","89.33",89.33,89.33,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00161","MQTL7","7B","Yield","Grain yield and related traits","Yield","100.38",100.38,100.38,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00162","MQTL8","7B","Yield","Grain yield and related traits","Yield","112.84",112.84,112.84,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00163","MQTL9","7B","Yield","Grain yield and related traits","Yield","136.91",136.91,136.91,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00164","MQTL1","7D","Yield","Grain yield and related traits","Yield","25.56",25.56,25.56,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00165","MQTL2","7D","Yield","Grain yield and related traits","Yield","45.76",45.76,45.76,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00166","MQTL3","7D","Yield","Grain yield and related traits","Yield","69.74",69.74,69.74,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00167","MQTL4","7D","Yield","Grain yield and related traits","Yield","76.83",76.83,76.83,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00168","MQTL5","7D","Yield","Grain yield and related traits","Yield","88.29",88.29,88.29,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00169","MQTL6","7D","Yield","Grain yield and related traits","Yield","102.55",102.55,102.55,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00170","MQTL7","7D","Yield","Grain yield and related traits","Yield","110.41",110.41,110.41,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00171","MQTL8","7D","Yield","Grain yield and related traits","Yield","125.89",125.89,125.89,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00172","MQTL9","7D","Yield","Grain yield and related traits","Yield","173.45",173.45,173.45,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s00122-021-03881-4","MQTL_all traitsV3.0_final",FALSE
"M00173","MQTL2A2","2A","Yield","Grain yield and protein content","Yield","30.91",30.91,30.91,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00174","MQTL2D_1","2D","Yield","Grain yield and protein content","Yield","67.28",67.28,67.28,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00175","MQTL2D_2","2D","Yield","Grain yield and protein content","Yield","78.37",78.37,78.37,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00176","MQTL3A_1","3A","Yield","Grain yield and protein content","Yield","53.9",53.9,53.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00177","MQTL3A_2","3A","Yield","Grain yield and protein content","Yield","84.55",84.55,84.55,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00178","MQTL3A_3","3A","Yield","Grain yield and protein content","Yield","120.97",120.97,120.97,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00179","MQTL3A_4","3A","Yield","Grain yield and protein content","Yield","163.79",163.79,163.79,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00180","MQTL3B_1","3B","Yield","Grain yield and protein content","Yield","41.96",41.96,41.96,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00181","MQTL3B_2","3B","Yield","Grain yield and protein content","Yield","75.95",75.95,75.95,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00182","MQTL5D_1","5D","Yield","Grain yield and protein content","Yield","23.5",23.5,23.5,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00183","MQTL5D_2","5D","Yield","Grain yield and protein content","Yield","96.31",96.31,96.31,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00184","MQTL7B_1","7B","Yield","Grain yield and protein content","Yield","52.39",52.39,52.39,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00185","MQTL7B_2","7B","Yield","Grain yield and protein content","Yield","127.9",127.9,127.9,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00186","MQTL7B_3","7B","Yield","Grain yield and protein content","Yield","147.7",147.7,147.7,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00187","MQTL7D","7D","Yield","Grain yield and protein content","Yield","71.87",71.87,71.87,"cM","all values < 1000 -> cM",NA,"https://link.springer.com/article/10.1007/s11032-012-9817-5","MQTL_all traitsV3.0_final",FALSE
"M00188","MQTL1","1A","Yield","Grain yield and related traits","Yield","35.59",35.59,35.59,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00189","MQTL2","1A","Yield","Grain yield and related traits","Yield","73.63",73.63,73.63,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00190","MQTL3","1A","Yield","Grain yield and related traits","Yield","114.97",114.97,114.97,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00191","MQTL4","1B","Yield","Grain yield and related traits","Yield","60.8",60.8,60.8,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00192","MQTL5","1B","Yield","Grain yield and related traits","Yield","69.99",69.99,69.99,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00193","MQTL6","1D","Yield","Grain yield and related traits","Yield","8.93",8.93,8.93,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00194","MQTL7","1D","Yield","Grain yield and related traits","Yield","104.08",104.08,104.08,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00195","MQTL8","2A","Yield","Grain yield and related traits","Yield","19.11",19.11,19.11,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00196","MQTL9","2A","Yield","Grain yield and related traits","Yield","53.63",53.63,53.63,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00197","MQTL10","2A","Yield","Grain yield and related traits","Yield","100.93",100.93,100.93,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00198","MQTL11","2B","Yield","Grain yield and related traits","Yield","39.23",39.23,39.23,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00199","MQTL12","2B","Yield","Grain yield and related traits","Yield","85.82",85.82,85.82,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00200","MQTL13","2B","Yield","Grain yield and related traits","Yield","106.55",106.55,106.55,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00201","MQTL14","2D","Yield","Grain yield and related traits","Yield","17.55",17.55,17.55,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00202","MQTL15","2D","Yield","Grain yield and related traits","Yield","25.02",25.02,25.02,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00203","MQTL16","2D","Yield","Grain yield and related traits","Yield","30.2",30.2,30.2,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00204","MQTL17","2D","Yield","Grain yield and related traits","Yield","50",50,50,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00205","MQTL18","2D","Yield","Grain yield and related traits","Yield","87.27",87.27,87.27,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00206","MQTL19","2D","Yield","Grain yield and related traits","Yield","102.44",102.44,102.44,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00207","MQTL20","2D","Yield","Grain yield and related traits","Yield","113.33",113.33,113.33,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00208","MQTL21","3A","Yield","Grain yield and related traits","Yield","25.96",25.96,25.96,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00209","MQTL22","3A","Yield","Grain yield and related traits","Yield","58.07",58.07,58.07,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00210","MQTL23","3A","Yield","Grain yield and related traits","Yield","103.39",103.39,103.39,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00211","MQTL24","3B","Yield","Grain yield and related traits","Yield","11.4",11.4,11.4,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00212","MQTL25","3B","Yield","Grain yield and related traits","Yield","27.02",27.02,27.02,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00213","MQTL26","3B","Yield","Grain yield and related traits","Yield","45.84",45.84,45.84,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00214","MQTL27","3B","Yield","Grain yield and related traits","Yield","50.9",50.9,50.9,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00215","MQTL28","3B","Yield","Grain yield and related traits","Yield","58.72",58.72,58.72,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00216","MQTL29","3B","Yield","Grain yield and related traits","Yield","80.76",80.76,80.76,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00217","MQTL30","4A","Yield","Grain yield and related traits","Yield","57.23",57.23,57.23,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00218","MQTL31","4A","Yield","Grain yield and related traits","Yield","81.3",81.3,81.3,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00219","MQTL32","4A","Yield","Grain yield and related traits","Yield","96.89",96.89,96.89,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00220","MQTL33","4B","Yield","Grain yield and related traits","Yield","31.85",31.85,31.85,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00221","MQTL34","4B","Yield","Grain yield and related traits","Yield","59.23",59.23,59.23,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00222","MQTL35","4D","Yield","Grain yield and related traits","Yield","26.78",26.78,26.78,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00223","MQTL36","4D","Yield","Grain yield and related traits","Yield","44.65",44.65,44.65,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00224","MQTL37","4D","Yield","Grain yield and related traits","Yield","99.41",99.41,99.41,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00225","MQTL38","5A","Yield","Grain yield and related traits","Yield","11.07",11.07,11.07,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00226","MQTL39","5A","Yield","Grain yield and related traits","Yield","33.3",33.3,33.3,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00227","MQTL40","5A","Yield","Grain yield and related traits","Yield","50.82",50.82,50.82,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00228","MQTL41","5A","Yield","Grain yield and related traits","Yield","68.02",68.02,68.02,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00229","MQTL42","5A","Yield","Grain yield and related traits","Yield","82.38",82.38,82.38,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00230","MQTL43","5A","Yield","Grain yield and related traits","Yield","89.11",89.11,89.11,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00231","MQTL44","6A","Yield","Grain yield and related traits","Yield","34.83",34.83,34.83,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00232","MQTL45","6A","Yield","Grain yield and related traits","Yield","63.39",63.39,63.39,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00233","MQTL46","6A","Yield","Grain yield and related traits","Yield","82.06",82.06,82.06,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00234","MQTL47","6A","Yield","Grain yield and related traits","Yield","103.24",103.24,103.24,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00235","MQTL48","7A","Yield","Grain yield and related traits","Yield","68.73",68.73,68.73,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
"M00236","MQTL49","7A","Yield","Grain yield and related traits","Yield","99.18",99.18,99.18,"cM","all values < 1000 -> cM",NA,"https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x","MQTL_all traitsV3.0_final",FALSE
