id,species,trait,parameter,mqtl_name,chromosome,position_interval,associated_markers,pve,candidate_gene,reference,doi,source_file
M00166,Triticum aestivum,Yield,Grain yield and related traits,MQTL3,7D,69.74,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00167,Triticum aestivum,Yield,Grain yield and related traits,MQTL4,7D,76.83,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00168,Triticum aestivum,Yield,Grain yield and related traits,MQTL5,7D,88.29,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00169,Triticum aestivum,Yield,Grain yield and related traits,MQTL6,7D,102.55,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00170,Triticum aestivum,Yield,Grain yield and related traits,MQTL7,7D,110.41,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00171,Triticum aestivum,Yield,Grain yield and related traits,MQTL8,7D,125.89,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00172,Triticum aestivum,Yield,Grain yield and related traits,MQTL9,7D,173.45,,,,,https://link.springer.com/article/10.1007/s00122-021-03881-4,MQTL_all traitsV3.0_final
M00173,Triticum aestivum,Yield,Grain yield and protein content,MQTL2A2,2A,30.91,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00174,Triticum aestivum,Yield,Grain yield and protein content,MQTL2D_1,2D,67.28,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00175,Triticum aestivum,Yield,Grain yield and protein content,MQTL2D_2,2D,78.37,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00176,Triticum aestivum,Yield,Grain yield and protein content,MQTL3A_1,3A,53.9,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00177,Triticum aestivum,Yield,Grain yield and protein content,MQTL3A_2,3A,84.55,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00178,Triticum aestivum,Yield,Grain yield and protein content,MQTL3A_3,3A,120.97,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00179,Triticum aestivum,Yield,Grain yield and protein content,MQTL3A_4,3A,163.79,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00180,Triticum aestivum,Yield,Grain yield and protein content,MQTL3B_1,3B,41.96,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00181,Triticum aestivum,Yield,Grain yield and protein content,MQTL3B_2,3B,75.95,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00182,Triticum aestivum,Yield,Grain yield and protein content,MQTL5D_1,5D,23.5,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00183,Triticum aestivum,Yield,Grain yield and protein content,MQTL5D_2,5D,96.31,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00184,Triticum aestivum,Yield,Grain yield and protein content,MQTL7B_1,7B,52.39,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00185,Triticum aestivum,Yield,Grain yield and protein content,MQTL7B_2,7B,127.9,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00186,Triticum aestivum,Yield,Grain yield and protein content,MQTL7B_3,7B,147.7,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00187,Triticum aestivum,Yield,Grain yield and protein content,MQTL7D,7D,71.87,,,,,https://link.springer.com/article/10.1007/s11032-012-9817-5,MQTL_all traitsV3.0_final
M00188,Triticum aestivum,Yield,Grain yield and related traits,MQTL1,1A,35.59,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00189,Triticum aestivum,Yield,Grain yield and related traits,MQTL2,1A,73.63,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00190,Triticum aestivum,Yield,Grain yield and related traits,MQTL3,1A,114.97,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00191,Triticum aestivum,Yield,Grain yield and related traits,MQTL4,1B,60.8,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00192,Triticum aestivum,Yield,Grain yield and related traits,MQTL5,1B,69.99,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00193,Triticum aestivum,Yield,Grain yield and related traits,MQTL6,1D,8.93,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00194,Triticum aestivum,Yield,Grain yield and related traits,MQTL7,1D,104.08,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00195,Triticum aestivum,Yield,Grain yield and related traits,MQTL8,2A,19.11,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00196,Triticum aestivum,Yield,Grain yield and related traits,MQTL9,2A,53.63,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00197,Triticum aestivum,Yield,Grain yield and related traits,MQTL10,2A,100.93,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00198,Triticum aestivum,Yield,Grain yield and related traits,MQTL11,2B,39.23,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00199,Triticum aestivum,Yield,Grain yield and related traits,MQTL12,2B,85.82,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00200,Triticum aestivum,Yield,Grain yield and related traits,MQTL13,2B,106.55,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00201,Triticum aestivum,Yield,Grain yield and related traits,MQTL14,2D,17.55,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00202,Triticum aestivum,Yield,Grain yield and related traits,MQTL15,2D,25.02,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00203,Triticum aestivum,Yield,Grain yield and related traits,MQTL16,2D,30.2,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00204,Triticum aestivum,Yield,Grain yield and related traits,MQTL17,2D,50,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00205,Triticum aestivum,Yield,Grain yield and related traits,MQTL18,2D,87.27,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00206,Triticum aestivum,Yield,Grain yield and related traits,MQTL19,2D,102.44,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00207,Triticum aestivum,Yield,Grain yield and related traits,MQTL20,2D,113.33,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00208,Triticum aestivum,Yield,Grain yield and related traits,MQTL21,3A,25.96,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00209,Triticum aestivum,Yield,Grain yield and related traits,MQTL22,3A,58.07,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00210,Triticum aestivum,Yield,Grain yield and related traits,MQTL23,3A,103.39,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00211,Triticum aestivum,Yield,Grain yield and related traits,MQTL24,3B,11.4,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00212,Triticum aestivum,Yield,Grain yield and related traits,MQTL25,3B,27.02,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00213,Triticum aestivum,Yield,Grain yield and related traits,MQTL26,3B,45.84,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00214,Triticum aestivum,Yield,Grain yield and related traits,MQTL27,3B,50.9,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00215,Triticum aestivum,Yield,Grain yield and related traits,MQTL28,3B,58.72,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00216,Triticum aestivum,Yield,Grain yield and related traits,MQTL29,3B,80.76,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00217,Triticum aestivum,Yield,Grain yield and related traits,MQTL30,4A,57.23,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00218,Triticum aestivum,Yield,Grain yield and related traits,MQTL31,4A,81.3,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00219,Triticum aestivum,Yield,Grain yield and related traits,MQTL32,4A,96.89,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00220,Triticum aestivum,Yield,Grain yield and related traits,MQTL33,4B,31.85,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00221,Triticum aestivum,Yield,Grain yield and related traits,MQTL34,4B,59.23,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00222,Triticum aestivum,Yield,Grain yield and related traits,MQTL35,4D,26.78,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00223,Triticum aestivum,Yield,Grain yield and related traits,MQTL36,4D,44.65,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00224,Triticum aestivum,Yield,Grain yield and related traits,MQTL37,4D,99.41,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00225,Triticum aestivum,Yield,Grain yield and related traits,MQTL38,5A,11.07,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00226,Triticum aestivum,Yield,Grain yield and related traits,MQTL39,5A,33.3,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00227,Triticum aestivum,Yield,Grain yield and related traits,MQTL40,5A,50.82,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00228,Triticum aestivum,Yield,Grain yield and related traits,MQTL41,5A,68.02,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00229,Triticum aestivum,Yield,Grain yield and related traits,MQTL42,5A,82.38,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00230,Triticum aestivum,Yield,Grain yield and related traits,MQTL43,5A,89.11,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00231,Triticum aestivum,Yield,Grain yield and related traits,MQTL44,6A,34.83,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00232,Triticum aestivum,Yield,Grain yield and related traits,MQTL45,6A,63.39,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00233,Triticum aestivum,Yield,Grain yield and related traits,MQTL46,6A,82.06,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00234,Triticum aestivum,Yield,Grain yield and related traits,MQTL47,6A,103.24,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00235,Triticum aestivum,Yield,Grain yield and related traits,MQTL48,7A,68.73,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00236,Triticum aestivum,Yield,Grain yield and related traits,MQTL49,7A,99.18,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00237,Triticum aestivum,Yield,Grain yield and related traits,MQTL50,7A,145.47,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00238,Triticum aestivum,Yield,Grain yield and related traits,MQTL51,7A,190.09,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00239,Triticum aestivum,Yield,Grain yield and related traits,MQTL52,7D,52.16,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00240,Triticum aestivum,Yield,Grain yield and related traits,MQTL53,7D,94.07,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00241,Triticum aestivum,Yield,Grain yield and related traits,MQTL54,7D,135.3,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00242,Triticum aestivum,Yield,Grain yield and related traits,MQTL55,7D,183.6,,,,,https://onlinelibrary.wiley.com/doi/10.1111/j.1744-7909.2010.00967.x,MQTL_all traitsV3.0_final
M00243,Triticum aestivum,Yield,Grain yield and related traits,MQTL1,1A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00244,Triticum aestivum,Yield,Grain yield and related traits,MQTL2,1A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00245,Triticum aestivum,Yield,Grain yield and related traits,MQTL3,2A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00246,Triticum aestivum,Yield,Grain yield and related traits,MQTL4,2D,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00247,Triticum aestivum,Yield,Grain yield and related traits,MQTL5,2D,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00248,Triticum aestivum,Yield,Grain yield and related traits,MQTL6,3A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00249,Triticum aestivum,Yield,Grain yield and related traits,MQTL7,3A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00250,Triticum aestivum,Yield,Grain yield and related traits,MQTL8,3A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00251,Triticum aestivum,Yield,Grain yield and related traits,MQTL9,4B,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00252,Triticum aestivum,Yield,Grain yield and related traits,MQTL10,5A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00253,Triticum aestivum,Yield,Grain yield and related traits,MQTL11,5A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00254,Triticum aestivum,Yield,Grain yield and related traits,MQTL12,5A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00255,Triticum aestivum,Yield,Grain yield and related traits,MQTL13,5A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00256,Triticum aestivum,Yield,Grain yield and related traits,MQTL14,6A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00257,Triticum aestivum,Yield,Grain yield and related traits,MQTL15,6A,,,,,,https://academic.oup.com/plcell/article-abstract/22/4/1046/6096965?redirectedFrom=fulltext,MQTL_all traitsV3.0_final
M00258,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.1,1A,21.58-22.51,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00259,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.2,1A,30.39-31.33,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00260,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.3,1A,39.14-40.2,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00261,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.4,1A,45.62-46.48,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00262,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.5,1A,48.7-49,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00263,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.6,1A,49.31-50.2,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00264,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.7,1A,51.91-52.5,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00265,Triticum aestivum,Yield,Grain yield and related traits,MQTL1A.8,1A,58.82-58.95,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00266,Triticum aestivum,Yield,Grain yield and related traits,MQTL1B.1,1B,11.97-12.18,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00267,Triticum aestivum,Yield,Grain yield and related traits,MQTL1B.2,1B,48.18-50.07,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
M00268,Triticum aestivum,Yield,Grain yield and related traits,MQTL1B.3,1B,77.2877.9,,,,,https://link.springer.com/article/10.1007/s00122-021-04018-3?utm_source=researchgate.net&utm_medium=article,MQTL_all traitsV3.0_final
