id,species,trait,parameter,cross,population,method,qtl1,chromosome1,position_interval1,markers1,qtl2,chromosome2,position_interval2,markers2,lod,pve,reference,doi,source_file
E00099,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3D,25,chr3D_23877742-chr3D_26681972,,3D,,chr3D_23877742-chr3D_26681972,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00100,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7A,25,chr7A_27784266-chr7A_28209028,,7A,,chr7A_27784266-chr7A_28209028,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00101,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6B,75,chr6B_669889425-chr6B_673765895,,6B,,chr6B_669889425-chr6B_673765895,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00102,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6A,220,chr6A_595061983-chr6A_599261877,,6A,,chr6A_595061983-chr6A_599261877,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00103,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,50,chr5B_660372070-chr5B_661252935,,5B,,chr5B_660372070-chr5B_661252935,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00104,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6D,0,chr6D_35708810-chr6D_37661629,,6D,,chr6D_35708810-chr6D_37661629,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00105,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,165,chr7D_188159787-chr7D_188222679,,7D,,chr7D_188159787-chr7D_188222679,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00106,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5A,100,chr5A_553369883-chr5A_555889211,,5A,,chr5A_553369883-chr5A_555889211,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00107,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7A,190,chr7A_592931253-chr7A_589116258,,7A,,chr7A_592931253-chr7A_589116258,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00108,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,120,chr7D_92795100-chr7D_92517171,,7D,,chr7D_92795100-chr7D_92517171,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00109,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6D,35,chr6D_292339268-chr6D_298317836,,6D,,chr6D_292339268-chr6D_298317836,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00110,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,205,chr7D_432304579-chr7D_443715196,,7D,,chr7D_432304579-chr7D_443715196,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00111,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,345,chr4B_658506039-chr4B_658815182,,4B,,chr4B_658506039-chr4B_658815182,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00112,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,180,chr4B_461070506-chr4B_495445174,,4B,,chr4B_461070506-chr4B_495445174,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00113,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,250,chr7D_565599536-chr7D_567545551,,7D,,chr7D_565599536-chr7D_567545551,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00114,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,35,chr5B_16441759-chr5B_18128964,,5B,,chr5B_16441759-chr5B_18128964,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00115,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4D,0,chr4D_5326564-chr4D_6198914,,4D,,chr4D_5326564-chr4D_6198914,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00116,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6B,65,chr6B_656922280-chr6B_664441937,,6B,,chr6B_656922280-chr6B_664441937,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00117,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3D,90,chr3D_558034362-chr3D_560495728,,3D,,chr3D_558034362-chr3D_560495728,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00118,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7B,60,chr7B_595083159-chr7B_605867909,,7B,,chr7B_595083159-chr7B_605867909,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00119,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,105,chr5B_88850000-chr5B_94060915,,5B,,chr5B_88850000-chr5B_94060915,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00120,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,385,chr4A_720381989-chr4A_724310673,,4A,,chr4A_720381989-chr4A_724310673,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00121,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3D,0,chr3D_7660946-chr3D_7444247,,3D,,chr3D_7660946-chr3D_7444247,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00122,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7A,80,chr7A_62749125-chr7A_65194514,,7A,,chr7A_62749125-chr7A_65194514,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00123,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4D,80,chr4D_484655631-chr4D_488578794,,4D,,chr4D_484655631-chr4D_488578794,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00124,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2B,45,chr2B_24907146-chr2B_25122967,,2B,,chr2B_24907146-chr2B_25122967,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00125,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,10,chr7D_5091609-chr7D_19633685,,7D,,chr7D_5091609-chr7D_19633685,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00126,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,90,chr5D_536020765-chr5D_539348846,,5D,,chr5D_536020765-chr5D_539348846,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00127,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6A,230,chr6A_595061983-chr6A_599261877,,6A,,chr6A_595061983-chr6A_599261877,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00128,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,30,chr5D_444911711-chr5D_448684425,,5D,,chr5D_444911711-chr5D_448684425,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00129,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,25,chr5B_603881885-chr5B_604158042,,5B,,chr5B_603881885-chr5B_604158042,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00130,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3A,115,chr3A_637482353-chr3A_639406651,,3A,,chr3A_637482353-chr3A_639406651,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00131,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,105,chr5B_703206686-chr5B_702376022,,5B,,chr5B_703206686-chr5B_702376022,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00132,Triticum aestivum,Yield,biomass grain yield,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3B,175,chr3B_605293365-chr3B_628241046,,3B,,chr3B_605293365-chr3B_628241046,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00133,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2D,70,chr2D_38687722-chr2D_41586263,,2D,,chr2D_38687722-chr2D_41586263,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00134,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,365,chr4A_707868981-chr4A_711885107,,4A,,chr4A_707868981-chr4A_711885107,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00135,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2B,235,chr2B_743132796-chr2B_743376976,,2B,,chr2B_743132796-chr2B_743376976,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00136,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7D,85,chr7D_61665314-chr7D_63208599,,7D,,chr7D_61665314-chr7D_63208599,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00137,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,65,chr5B_680089493-chr5B_679984542,,5B,,chr5B_680089493-chr5B_679984542,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00138,Triticum aestivum,Yield,harvest index,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3B,200,chr3B_670295928-chr3B_677442940,,3B,,chr3B_670295928-chr3B_677442940,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00139,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,50,chr4B_336444075-chr4B_425465862,,4B,,chr4B_336444075-chr4B_425465862,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00140,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3A,85,chr3A_505389109-chr3A_502640090,,3A,,chr3A_505389109-chr3A_502640090,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00141,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1B,30,chr1B_626444903-chr1B_627296472,,1B,,chr1B_626444903-chr1B_627296472,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00142,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3D,120,chr3D_581229212-chr3D_582757284,,3D,,chr3D_581229212-chr3D_582757284,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00143,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,390,chr4A_726299518-chr4A_731369924,,4A,,chr4A_726299518-chr4A_731369924,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00144,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,25,chr4A_36176781-chr4A_36414430,,4A,,chr4A_36176781-chr4A_36414430,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00145,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,375,chr4B_670496558-chr4B_670982692,,4B,,chr4B_670496558-chr4B_670982692,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00146,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,225,chr4A_611408164-chr4A_612444341,,4A,,chr4A_611408164-chr4A_612444341,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00147,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2A,65,chr2A_728790740-chr2A_726859063,,2A,,chr2A_728790740-chr2A_726859063,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00148,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2D,145,chr2D_426432725-chr2D_428762613,,2D,,chr2D_426432725-chr2D_428762613,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00149,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3A,125,chr3A_667089517-chr3A_665757299,,3A,,chr3A_667089517-chr3A_665757299,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00150,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,20,chr4B_15261494-chr4B_15754013,,4B,,chr4B_15261494-chr4B_15754013,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00151,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3A,35,chr3A_9527557-chr3A_20395026,,3A,,chr3A_9527557-chr3A_20395026,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00152,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,25,chr5B_603881885-chr5B_604158042,,5B,,chr5B_603881885-chr5B_604158042,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00153,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,75,chr5B_684446911-chr5B_684889659,,5B,,chr5B_684446911-chr5B_684889659,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00154,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,90,chr5D_536020765-chr5D_539348846,,5D,,chr5D_536020765-chr5D_539348846,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00155,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,115,chr5B_103739952-chr5B_206655342,,5B,,chr5B_103739952-chr5B_206655342,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00156,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2A,205,chr2A_20370189-chr2A_665880,,2A,,chr2A_20370189-chr2A_665880,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00157,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,240,chr4A_617487720-chr4A_618529374,,4A,,chr4A_617487720-chr4A_618529374,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00158,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1A,45,chr1A_24247163-chr1A_25703987,,1A,,chr1A_24247163-chr1A_25703987,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00159,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1A,10,chr1A_11945915-chr1A_12099366,,1A,,chr1A_11945915-chr1A_12099366,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00160,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2B,260,chr2B_775343425-chr2B_776480091,,2B,,chr2B_775343425-chr2B_776480091,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00161,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,345,chr4A_700332641-chr4A_702126013,,4A,,chr4A_700332641-chr4A_702126013,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00162,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1B,85,chr1B_672108395-chr1B_672461427,,1B,,chr1B_672108395-chr1B_672461427,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00163,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2A,165,chr2A_44329108-chr2A_47166041,,2A,,chr2A_44329108-chr2A_47166041,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00164,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2D,155,chr2D_464734503-chr2D_466059731,,2D,,chr2D_464734503-chr2D_466059731,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00165,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2D,210,chr2D_611226987-chr2D_614726879,,2D,,chr2D_611226987-chr2D_614726879,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00166,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,55,chr5B_33513738-chr5B_34891608,,5B,,chr5B_33513738-chr5B_34891608,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00167,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3B,230,chr3B_745479071-chr3B_745546277,,3B,,chr3B_745479071-chr3B_745546277,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00168,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6A,15,chr6A_39008155-chr6A_39260354,,6A,,chr6A_39008155-chr6A_39260354,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00169,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2A,175,chr2A_39330267-chr2A_36717153,,2A,,chr2A_39330267-chr2A_36717153,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00170,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1B,15,chr1B_585821590-chr1B_593148308,,1B,,chr1B_585821590-chr1B_593148308,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00171,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,3D,30,chr3D_28548715-chr3D_29861179,,3D,,chr3D_28548715-chr3D_29861179,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00172,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,2B,235,chr2B_743132796-chr2B_743376976,,2B,,chr2B_743132796-chr2B_743376976,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00173,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5A,10,chr5A_7168421-chr5A_7360542,,5A,,chr5A_7168421-chr5A_7360542,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00174,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,1A,80,chr1A_45627022-chr1A_62276029,,1A,,chr1A_45627022-chr1A_62276029,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00175,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4B,140,chr4B_299088042-chr4B_222225003,,4B,,chr4B_299088042-chr4B_222225003,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00176,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,55,chr4A_89438314-chr4A_89445946,,4A,,chr4A_89438314-chr4A_89445946,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00177,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,10,chr5D_9523515-chr5D_10211740,,5D,,chr5D_9523515-chr5D_10211740,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00178,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,80,chr5D_526765304-chr5D_529696286,,5D,,chr5D_526765304-chr5D_529696286,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00179,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,60,chr5B_676806774-chr5B_678526744,,5B,,chr5B_676806774-chr5B_678526744,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00180,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,7B,60,chr7B_595083159-chr7B_605867909,,7B,,chr7B_595083159-chr7B_605867909,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00181,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6B,95,chr6B_681504161-chr6B_687016629,,6B,,chr6B_681504161-chr6B_687016629,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00182,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5A,45,chr5A_17395391-chr5A_445690922,,5A,,chr5A_17395391-chr5A_445690922,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00183,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,4A,315,chr4A_648148606-chr4A_647841082,,4A,,chr4A_648148606-chr4A_647841082,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00184,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,6A,30,chr6A_52019375-chr6A_53041293,,6A,,chr6A_52019375-chr6A_53041293,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00185,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5D,55,chr5D_476121763-chr5D_490367813,,5D,,chr5D_476121763-chr5D_490367813,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
E00186,Triticum aestivum,Yield,kernels per spike,TAM113 and Gallagher,191 recombinant inbred line,ICIM,19BSP_20EMN_21BD,5B,50,chr5B_660372070-chr5B_661252935,,5B,,chr5B_660372070-chr5B_661252935,,,,https://www.mdpi.com/2073-4395/13/9/2402/,Epistatic QTLs_v3.0
