gene_id,chromosome,genome,start,end,n_homoeolog_partners,retention_class,gc_content
TraesCS1A02G029400,1A,A,13772559,13775761,2,triad,45.18
ENSRNA050009807,1A,A,13783035,13783116,0,singleton,56.1
ENSRNA050009808,1A,A,13786372,13786451,0,singleton,55.0
TraesCS1A02G029500,1A,A,13805303,13807108,1,partial,65.34
ENSRNA050009810,1A,A,13821917,13821998,0,singleton,53.66
TraesCS1A02G029600,1A,A,13830557,13831255,1,partial,66.09
TraesCS1A02G029700,1A,A,13854297,13859375,1,partial,48.24
TraesCS1A02G029800,1A,A,13861191,13862962,2,triad,65.01
TraesCS1A02G029900,1A,A,13971819,13976728,2,triad,44.52
TraesCS1A02G030000,1A,A,13979250,13980335,1,partial,59.21
TraesCS1A02G030100,1A,A,14045678,14056197,2,triad,43.24
TraesCS1A02G030200,1A,A,14062865,14065309,1,partial,45.97
TraesCS1A02G030300,1A,A,14075238,14077358,2,triad,46.91
TraesCS1A02G030400,1A,A,14108111,14110412,0,singleton,43.01
TraesCS1A02G030500,1A,A,14139691,14143599,2,triad,45.0
TraesCS1A02G030600,1A,A,14143597,14145914,2,triad,53.36
TraesCS1A02G030700,1A,A,14160322,14163255,2,triad,47.31
TraesCS1A02G030900,1A,A,14253391,14257167,0,singleton,45.09
TraesCS1A02G031000,1A,A,14430331,14431871,2,triad,57.11
TraesCS1A02G031100,1A,A,14467959,14469389,2,triad,58.84
TraesCS1A02G031200,1A,A,14504224,14507920,2,triad,50.12
TraesCS1A02G031300,1A,A,14519757,14525659,2,triad,54.28
TraesCS1A02G031400,1A,A,14525841,14528380,1,partial,39.37
TraesCS1A02G031500,1A,A,14549906,14550610,2,triad,64.11
TraesCS1A02G031600,1A,A,14577582,14579933,1,partial,47.15
TraesCS1A02G031700,1A,A,14584885,14587137,1,partial,47.0
TraesCS1A02G031800,1A,A,14589565,14594115,2,triad,47.48
TraesCS1A02G031900,1A,A,14603494,14615692,2,triad,50.67
TraesCS1A02G032000,1A,A,14744093,14748608,2,triad,43.22
TraesCS1A02G032100,1A,A,14790721,14791908,2,triad,61.2
TraesCS1A02G032200,1A,A,14799110,14800511,2,triad,51.64
TraesCS1A02G032300,1A,A,14838308,14839886,0,singleton,55.41
TraesCS1A02G032400,1A,A,14857039,14858282,1,partial,54.9
TraesCS1A02G032500,1A,A,14988541,14988944,0,singleton,38.86
TraesCS1A02G032600,1A,A,15186553,15188366,1,partial,53.14
TraesCS1A02G032700,1A,A,15190979,15195959,1,partial,49.23
TraesCS1A02G032800,1A,A,15324612,15326204,1,partial,65.03
TraesCS1A02G032900,1A,A,15343594,15348515,1,partial,46.1
TraesCS1A02G033000,1A,A,15430220,15437374,2,triad,40.87
TraesCS1A02G033100,1A,A,15438125,15441465,2,triad,48.55
ENSRNA050014046,1A,A,15472387,15472541,0,singleton,50.32
TraesCS1A02G033200,1A,A,15516524,15518456,2,triad,65.65
TraesCS1A02G033288,1A,A,15923856,15925137,0,singleton,47.72
TraesCS1A02G033300,1A,A,16038484,16040057,2,triad,48.16
TraesCS1A02G033400,1A,A,16225729,16226364,1,partial,42.61
TraesCS1A02G033501,1A,A,16373919,16375124,0,singleton,48.49
TraesCS1A02G033500,1A,A,16388445,16391082,2,triad,44.96
ENSRNA050009811,1A,A,16391196,16391268,0,singleton,58.9
TraesCS1A02G033600,1A,A,16407008,16410201,1,partial,42.74
TraesCS1A02G033700,1A,A,16425345,16428037,1,partial,57.59
TraesCS1A02G033800,1A,A,16432376,16436883,2,triad,40.97
TraesCS1A02G033900,1A,A,16445769,16446476,0,singleton,39.55
TraesCS1A02G034000,1A,A,16838175,16839176,1,partial,57.98
TraesCS1A02G034100,1A,A,16913591,16919361,1,partial,41.81
TraesCS1A02G034200,1A,A,16924974,16925261,0,singleton,54.86
TraesCS1A02G034300,1A,A,16931434,16934477,2,triad,59.03
TraesCS1A02G034400,1A,A,17140741,17142193,0,singleton,39.37
TraesCS1A02G034500,1A,A,17239466,17243131,2,triad,46.99
TraesCS1A02G034600,1A,A,17246750,17248420,2,triad,48.11
TraesCS1A02G034700,1A,A,17257516,17258211,0,singleton,57.04
TraesCS1A02G034800,1A,A,17867870,17868462,1,partial,51.1
TraesCS1A02G034900,1A,A,18084260,18087458,2,triad,48.27
ENSRNA050014047,1A,A,18289714,18289900,0,singleton,43.32
TraesCS1A02G035000,1A,A,18289937,18293936,2,triad,46.75
TraesCS1A02G035100,1A,A,18310849,18312699,2,triad,72.18
TraesCS1A02G035200,1A,A,18460513,18462491,2,triad,55.28
TraesCS1A02G035300,1A,A,18486339,18489620,2,triad,48.48
TraesCS1A02G035400,1A,A,18493615,18494853,2,triad,41.0
TraesCS1A02G035500,1A,A,18989913,18994414,0,singleton,38.14
TraesCS1A02G035600,1A,A,19062157,19063423,1,partial,61.25
TraesCS1A02G035700,1A,A,19891661,19894572,2,triad,45.16
TraesCS1A02G035800,1A,A,19895297,19897721,2,triad,46.64
TraesCS1A02G035900,1A,A,19929936,19933705,1,partial,44.75
TraesCS1A02G036000,1A,A,20028172,20031117,2,triad,52.17
TraesCS1A02G036100,1A,A,20091099,20094848,2,triad,47.36
TraesCS1A02G036200,1A,A,20156565,20158534,2,triad,45.33
TraesCS1A02G036300,1A,A,20179711,20183942,2,triad,47.9
TraesCS1A02G036400,1A,A,20236597,20238197,0,singleton,52.22
TraesCS1A02G036500,1A,A,20244457,20246289,1,partial,51.94
TraesCS1A02G036600,1A,A,20371800,20371919,2,triad,55.83
TraesCS1A02G036700,1A,A,20415992,20419223,2,triad,47.31
TraesCS1A02G036800,1A,A,20434465,20437173,2,triad,46.11
TraesCS1A02G036900,1A,A,20842533,20842862,1,partial,54.55
TraesCS1A02G037000,1A,A,20865534,20867378,0,singleton,61.19
TraesCS1A02G037100,1A,A,20872419,20873501,0,singleton,49.68
TraesCS1A02G037200,1A,A,20879444,20880129,2,triad,64.72
TraesCS1A02G037300,1A,A,20888601,20889881,1,partial,59.8
TraesCS1A02G037400,1A,A,20893785,20898393,2,triad,58.86
TraesCS1A02G037500,1A,A,20913437,20914089,1,partial,49.62
TraesCS1A02G037600,1A,A,20917920,20919534,2,triad,56.9
TraesCS1A02G037700,1A,A,20924887,20932614,2,triad,50.62
TraesCS1A02G037800,1A,A,20935423,20938081,2,triad,55.77
TraesCS1A02G037900,1A,A,20977276,20980680,2,triad,47.37
TraesCS1A02G038000,1A,A,20989266,20991207,0,singleton,51.34
TraesCS1A02G038100,1A,A,20998069,20998918,2,triad,59.76
TraesCS1A02G038200,1A,A,21022731,21023627,2,triad,59.64
TraesCS1A02G038300,1A,A,21024515,21026280,2,triad,40.88
TraesCS1A02G038400,1A,A,21034869,21049127,2,triad,39.5
TraesCS1A02G038500,1A,A,21065629,21067678,0,singleton,45.46
TraesCS1A02G038600,1A,A,21075169,21080368,2,triad,42.34
TraesCS1A02G038800,1A,A,21085585,21085875,0,singleton,55.33
TraesCS1A02G038828,1A,A,21105738,21109546,0,singleton,41.93
TraesCS1A02G039000,1A,A,21278609,21279405,1,partial,51.57
TraesCS1A02G039100,1A,A,21281532,21285458,2,triad,45.63
TraesCS1A02G039200,1A,A,21322246,21335307,2,triad,40.39
TraesCS1A02G039300,1A,A,21400354,21406196,1,partial,51.48
TraesCS1A02G039400,1A,A,21618184,21626991,1,partial,40.74
TraesCS1A02G039600,1A,A,21714451,21714793,0,singleton,58.6
TraesCS1A02G039700,1A,A,21829731,21832587,0,singleton,42.39
TraesCS1A02G039800,1A,A,21985330,21987056,2,triad,64.16
TraesCS1A02G039900,1A,A,22038188,22047331,2,triad,50.41
TraesCS1A02G040000,1A,A,22055422,22056147,1,partial,57.71
TraesCS1A02G040100,1A,A,22074137,22076882,0,singleton,57.36
TraesCS1A02G040200,1A,A,22271358,22271960,2,triad,66.0
TraesCS1A02G040300,1A,A,22282323,22283710,2,triad,51.87
TraesCS1A02G040400,1A,A,22287727,22291553,2,triad,46.12
TraesCS1A02G040500,1A,A,22291726,22293776,2,triad,48.85
TraesCS1A02G040600,1A,A,22294835,22301515,2,triad,41.24
TraesCS1A02G040700,1A,A,22329072,22332422,1,partial,49.99
TraesCS1A02G040800,1A,A,22342219,22342440,0,singleton,57.66
TraesCS1A02G040900,1A,A,22534635,22536459,2,triad,57.37
TraesCS1A02G041000,1A,A,22561344,22561535,1,partial,54.17
TraesCS1A02G041100,1A,A,22612227,22614080,0,singleton,46.44
TraesCS1A02G041200,1A,A,22631942,22632157,0,singleton,62.96
TraesCS1A02G041300,1A,A,22633431,22634135,1,partial,43.97
TraesCS1A02G041400,1A,A,22656561,22657221,2,triad,47.96
TraesCS1A02G041500,1A,A,22657694,22657945,1,partial,55.95
TraesCS1A02G041600,1A,A,22659754,22659984,2,triad,56.71
TraesCS1A02G041700,1A,A,22755453,22757185,2,triad,61.86
TraesCS1A02G041800,1A,A,22760287,22760874,2,triad,43.88
TraesCS1A02G041900,1A,A,22789173,22791342,2,triad,43.41
TraesCS1A02G042000,1A,A,22791957,22792505,1,partial,51.0
TraesCS1A02G042100,1A,A,22816707,22818738,1,partial,44.64
TraesCS1A02G042200,1A,A,22874732,22880480,0,singleton,48.67
TraesCS1A02G042300,1A,A,23002987,23009737,2,triad,40.52
TraesCS1A02G042400,1A,A,23126368,23126988,2,triad,62.16
TraesCS1A02G042500,1A,A,23130035,23134088,2,triad,42.11
TraesCS1A02G042600,1A,A,23216843,23218316,0,singleton,51.49
TraesCS1A02G042700,1A,A,23339466,23340670,2,triad,58.76
TraesCS1A02G042800,1A,A,23420851,23422572,2,triad,63.76
ENSRNA050013733,1A,A,23448466,23448540,0,singleton,41.33
TraesCS1A02G042900,1A,A,23816232,23818172,2,triad,67.65
TraesCS1A02G043000,1A,A,23828429,23828911,2,triad,71.84
TraesCS1A02G043100,1A,A,23856568,23858030,2,triad,63.7
TraesCS1A02G043200,1A,A,23966033,23970147,2,triad,43.79
TraesCS1A02G043300,1A,A,24077190,24078148,2,triad,59.02
TraesCS1A02G043400,1A,A,24132681,24140137,2,triad,40.86
TraesCS1A02G043500,1A,A,24246271,24248353,2,triad,57.61
TraesCS1A02G043600,1A,A,24319202,24321534,2,triad,44.96
TraesCS1A02G043700,1A,A,24328043,24329138,1,partial,49.73
TraesCS1A02G043800,1A,A,24331148,24331501,2,triad,64.97
TraesCS1A02G043900,1A,A,24336654,24340722,2,triad,46.3
TraesCS1A02G044000,1A,A,24767088,24771266,1,partial,39.65
TraesCS1A02G044100,1A,A,24939941,24942497,0,singleton,38.8
TraesCS1A02G044200,1A,A,24943572,24946478,2,triad,42.62
TraesCS1A02G044300,1A,A,25269424,25269891,2,triad,44.66
TraesCS1A02G044400,1A,A,25479523,25485325,1,partial,39.1
TraesCS1A02G044500,1A,A,25539196,25545141,2,triad,44.43
TraesCS1A02G044600,1A,A,25545346,25546110,2,triad,59.61
TraesCS1A02G044700,1A,A,25679192,25680091,0,singleton,70.78
TraesCS1A02G044800,1A,A,25701413,25709229,2,triad,44.17
TraesCS1A02G044900,1A,A,25710162,25714282,2,triad,37.2
TraesCS1A02G045000,1A,A,25791245,25795227,2,triad,36.76
TraesCS1A02G045100,1A,A,25806822,25808480,1,partial,49.91
TraesCS1A02G045300,1A,A,26958795,26962687,2,triad,50.55
TraesCS1A02G045400,1A,A,26965566,26971307,2,triad,42.28
TraesCS1A02G045500,1A,A,27054357,27056618,2,triad,38.2
TraesCS1A02G045600,1A,A,27136368,27137349,0,singleton,39.21
TraesCS1A02G045700,1A,A,27249156,27253937,1,partial,45.11
TraesCS1A02G045800,1A,A,27258231,27261032,2,triad,51.96
TraesCS1A02G045900,1A,A,27319608,27320896,1,partial,41.82
TraesCS1A02G046000,1A,A,27326246,27327996,1,partial,67.16
TraesCS1A02G046100,1A,A,27359181,27363332,2,triad,47.78
TraesCS1A02G046300,1A,A,27752743,27757377,2,triad,39.95
ENSRNA050013682,1A,A,28202706,28202824,0,singleton,51.26
ENSRNA050013677,1A,A,28204078,28204196,0,singleton,53.78
ENSRNA050013696,1A,A,28204627,28204745,0,singleton,51.26
ENSRNA050013721,1A,A,28205058,28205168,0,singleton,54.05
ENSRNA050013684,1A,A,28205443,28205561,0,singleton,51.26
ENSRNA050013675,1A,A,28209945,28210063,0,singleton,53.78
ENSRNA050013676,1A,A,28210356,28210474,0,singleton,53.78
ENSRNA050013678,1A,A,28210775,28210893,0,singleton,55.46
ENSRNA050013702,1A,A,28212290,28212408,0,singleton,52.1
ENSRNA050013695,1A,A,28212743,28212861,0,singleton,54.62
ENSRNA050013680,1A,A,28215331,28215449,0,singleton,53.78
ENSRNA050013722,1A,A,28216298,28216418,0,singleton,52.07
ENSRNA050013719,1A,A,28216748,28216866,0,singleton,48.74
ENSRNA050013690,1A,A,28217195,28217312,0,singleton,50.85
ENSRNA050013728,1A,A,28217727,28217830,0,singleton,50.0
ENSRNA050013691,1A,A,28218151,28218269,0,singleton,51.26
ENSRNA050013694,1A,A,28218598,28218716,0,singleton,49.58
ENSRNA050013688,1A,A,28219110,28219228,0,singleton,50.42
ENSRNA050013701,1A,A,28219556,28219674,0,singleton,47.9
ENSRNA050013685,1A,A,28220068,28220186,0,singleton,53.78
ENSRNA050013681,1A,A,28220544,28220662,0,singleton,50.42
ENSRNA050013714,1A,A,28229704,28229824,0,singleton,53.72
ENSRNA050013679,1A,A,28230153,28230271,0,singleton,52.1
ENSRNA050013705,1A,A,28256817,28256935,0,singleton,49.58
ENSRNA050013725,1A,A,28257266,28257384,0,singleton,47.9
ENSRNA050013716,1A,A,28257702,28257820,0,singleton,49.58
ENSRNA050013683,1A,A,28258150,28258268,0,singleton,50.42
ENSRNA050013697,1A,A,28258598,28258716,0,singleton,51.26
ENSRNA050013715,1A,A,28259176,28259294,0,singleton,48.74
ENSRNA050013711,1A,A,28259623,28259740,0,singleton,50.85
ENSRNA050013689,1A,A,28260465,28260583,0,singleton,52.94
ENSRNA050013710,1A,A,28260912,28261030,0,singleton,49.58
ENSRNA050013707,1A,A,28261359,28261477,0,singleton,50.42
ENSRNA050013735,1A,A,28261806,28261903,0,singleton,50.0
ENSRNA050013713,1A,A,28262226,28262344,0,singleton,51.26
ENSRNA050013724,1A,A,28262674,28262792,0,singleton,51.26
ENSRNA050013706,1A,A,28263122,28263240,0,singleton,46.22
ENSRNA050013708,1A,A,28263570,28263688,0,singleton,48.74
ENSRNA050013699,1A,A,28264178,28264296,0,singleton,49.58
ENSRNA050013731,1A,A,28264619,28264732,0,singleton,50.88
ENSRNA050013712,1A,A,28265061,28265179,0,singleton,52.1
ENSRNA050013704,1A,A,28265509,28265627,0,singleton,52.1
ENSRNA050013717,1A,A,28265957,28266075,0,singleton,47.9
ENSRNA050013718,1A,A,28266405,28266523,0,singleton,47.9
ENSRNA050013700,1A,A,28267011,28267129,0,singleton,51.26
ENSRNA050013734,1A,A,28267458,28267540,0,singleton,49.4
ENSRNA050013703,1A,A,28267870,28267988,0,singleton,49.58
ENSRNA050013698,1A,A,28268479,28268597,0,singleton,49.58
ENSRNA050013686,1A,A,28268926,28269044,0,singleton,51.26
ENSRNA050013693,1A,A,28269373,28269491,0,singleton,48.74
ENSRNA050013692,1A,A,28269821,28269939,0,singleton,50.42
ENSRNA050013730,1A,A,28270265,28270385,0,singleton,49.59
ENSRNA050013687,1A,A,28311456,28311574,0,singleton,51.26
ENSRNA050013723,1A,A,28311903,28312015,0,singleton,47.79
ENSRNA050013709,1A,A,28312345,28312463,0,singleton,49.58
ENSRNA050013729,1A,A,28312789,28312909,0,singleton,50.41
ENSRNA050013720,1A,A,28358938,28359056,0,singleton,48.74
ENSRNA050013732,1A,A,28359386,28359504,0,singleton,48.74
ENSRNA050013726,1A,A,28359819,28359937,0,singleton,45.38
ENSRNA050013727,1A,A,28360246,28360364,0,singleton,42.02
TraesCS1A02G046400,1A,A,28360781,28364801,2,triad,44.34
TraesCS1A02G046500,1A,A,28610241,28620653,2,triad,41.79
TraesCS1A02G046600,1A,A,28623296,28626864,2,triad,38.27
TraesCS1A02G046700,1A,A,28630097,28631780,0,singleton,45.96
TraesCS1A02G046800,1A,A,28708159,28710773,2,triad,43.08
TraesCS1A02G046900,1A,A,28716139,28717569,2,triad,62.33
TraesCS1A02G047000,1A,A,28757074,28763216,2,triad,52.01
TraesCS1A02G047100,1A,A,28796960,28801191,0,singleton,40.76
TraesCS1A02G047200,1A,A,29186383,29192077,2,triad,44.04
TraesCS1A02G047300,1A,A,29241127,29244235,2,triad,46.64
TraesCS1A02G047400,1A,A,29280019,29280854,2,triad,60.29
TraesCS1A02G047500,1A,A,29607628,29612226,2,triad,45.77
TraesCS1A02G047700,1A,A,29787459,29789010,2,triad,63.53
TraesCS1A02G048000,1A,A,29796504,29798640,2,triad,51.94
TraesCS1A02G048100,1A,A,29800306,29802574,2,triad,45.31
TraesCS1A02G048200,1A,A,29993438,29996447,1,partial,43.65
TraesCS1A02G048300,1A,A,30117845,30120916,2,triad,58.2
TraesCS1A02G048400,1A,A,30139544,30142245,2,triad,39.16
TraesCS1A02G048500,1A,A,30163788,30165924,0,singleton,47.03
TraesCS1A02G048600,1A,A,30179974,30190054,0,singleton,39.68
TraesCS1A02G048700,1A,A,30196596,30197675,2,triad,58.52
TraesCS1A02G048800,1A,A,30271800,30272120,1,partial,61.06
TraesCS1A02G048900,1A,A,30294166,30295059,2,triad,63.53
TraesCS1A02G049000,1A,A,30636157,30638406,0,singleton,44.27
TraesCS1A02G049100,1A,A,30771909,30773077,1,partial,60.48
TraesCS1A02G049200,1A,A,30787033,30787626,1,partial,44.11
TraesCS1A02G049300,1A,A,30793888,30805600,2,triad,41.64
TraesCS1A02G049400,1A,A,30880179,30881003,1,partial,64.61
TraesCS1A02G049500,1A,A,31031094,31032449,2,triad,54.79
TraesCS1A02G049600,1A,A,31252424,31254526,2,triad,69.09
ENSRNA050013788,1A,A,31384868,31384946,0,singleton,39.24
ENSRNA050013786,1A,A,31385121,31385205,0,singleton,36.47
ENSRNA050013787,1A,A,31385290,31385386,0,singleton,32.99
TraesCS1A02G049700,1A,A,31778440,31781938,2,triad,43.3
TraesCS1A02G049800,1A,A,31894803,31897016,2,triad,57.81
TraesCS1A02G049900,1A,A,31901507,31901863,0,singleton,62.18
TraesCS1A02G050000,1A,A,31909345,31910038,0,singleton,64.84
TraesCS1A02G050100,1A,A,32084707,32089178,2,triad,45.35
TraesCS1A02G050200,1A,A,32111053,32112972,2,triad,54.84
TraesCS1A02G050300,1A,A,32186072,32187086,2,triad,61.97
TraesCS1A02G050400,1A,A,32260043,32262299,2,triad,50.33
TraesCS1A02G050500,1A,A,32280860,32281302,0,singleton,59.59
TraesCS1A02G050600,1A,A,32291317,32292106,2,triad,59.11
TraesCS1A02G050700,1A,A,32302130,32302932,0,singleton,55.54
TraesCS1A02G050800,1A,A,32451297,32452090,2,triad,55.29
TraesCS1A02G050900,1A,A,32454117,32455183,0,singleton,55.86
TraesCS1A02G051000,1A,A,32472235,32476408,0,singleton,43.17
TraesCS1A02G051100,1A,A,32544945,32547585,1,partial,43.28
TraesCS1A02G051200,1A,A,32549428,32552583,0,singleton,41.98
TraesCS1A02G051300,1A,A,32890600,32894593,2,triad,53.86
TraesCS1A02G051400,1A,A,32895825,32901535,2,triad,44.77
TraesCS1A02G051500,1A,A,33019233,33022457,2,triad,44.28
ENSRNA050009813,1A,A,33020372,33020451,0,singleton,56.25
TraesCS1A02G051600,1A,A,33226677,33229752,2,triad,50.36
TraesCS1A02G051700,1A,A,33370767,33373330,2,triad,50.78
TraesCS1A02G051800,1A,A,33373636,33374973,2,triad,56.88
TraesCS1A02G051900,1A,A,33375413,33377767,2,triad,42.93
TraesCS1A02G052000,1A,A,33397501,33398955,2,triad,61.1
TraesCS1A02G052100,1A,A,34146866,34149852,0,singleton,39.4
TraesCS1A02G052200,1A,A,34158622,34174068,2,triad,40.47
TraesCS1A02G052300,1A,A,34406139,34410005,2,triad,46.68
TraesCS1A02G052400,1A,A,34425461,34427079,0,singleton,40.52
TraesCS1A02G052500,1A,A,34534324,34535078,1,partial,59.07
TraesCS1A02G052600,1A,A,34707319,34708072,2,triad,46.82
TraesCS1A02G052700,1A,A,34859821,34860574,2,triad,46.95
TraesCS1A02G052800,1A,A,34877981,34878756,0,singleton,58.89
TraesCS1A02G052900,1A,A,34885342,34886197,2,triad,46.61
TraesCS1A02G053000,1A,A,34890955,34891701,0,singleton,48.19
TraesCS1A02G053100,1A,A,34939460,34940230,1,partial,48.12
TraesCS1A02G053200,1A,A,35296615,35297621,1,partial,42.3
TraesCS1A02G053300,1A,A,35486005,35487282,1,partial,55.01
TraesCS1A02G053400,1A,A,35491194,35492444,1,partial,56.04
TraesCS1A02G053500,1A,A,35525794,35526586,0,singleton,62.04
TraesCS1A02G053600,1A,A,35528837,35532835,2,triad,44.63
TraesCS1A02G053700,1A,A,35532835,35533934,1,partial,40.64
TraesCS1A02G053800,1A,A,35536206,35537473,1,partial,57.18
TraesCS1A02G054000,1A,A,35542718,35543825,2,triad,65.34
TraesCS1A02G054200,1A,A,35577373,35578714,2,triad,54.62
TraesCS1A02G054300,1A,A,35931964,35936127,2,triad,51.44
TraesCS1A02G054400,1A,A,35937734,35944326,2,triad,43.85
TraesCS1A02G054500,1A,A,36171530,36174659,2,triad,43.0
TraesCS1A02G054600,1A,A,36172789,36174008,0,singleton,40.41
TraesCS1A02G054700,1A,A,36185900,36188335,2,triad,46.76
TraesCS1A02G054800,1A,A,36259371,36261308,0,singleton,41.85
TraesCS1A02G054900,1A,A,36267235,36271054,2,triad,43.8
TraesCS1A02G055000,1A,A,36271325,36278335,2,triad,39.96
TraesCS1A02G055100,1A,A,36271402,36272082,2,triad,54.33
TraesCS1A02G055200,1A,A,36278601,36281199,2,triad,46.83
TraesCS1A02G055300,1A,A,36555323,36556600,2,triad,60.17
TraesCS1A02G055400,1A,A,36561933,36569908,2,triad,43.91
TraesCS1A02G055500,1A,A,36605149,36605802,1,partial,63.0
TraesCS1A02G055600,1A,A,36606299,36607276,0,singleton,37.63
TraesCS1A02G055700,1A,A,36606494,36606873,2,triad,35.79
TraesCS1A02G055800,1A,A,36613172,36615621,0,singleton,46.69
TraesCS1A02G055900,1A,A,36620347,36621713,2,triad,65.91
TraesCS1A02G056000,1A,A,36635890,36637974,2,triad,43.41
TraesCS1A02G056105,1A,A,36756279,36758989,1,partial,46.81
TraesCS1A02G056100,1A,A,36761839,36763635,2,triad,48.08
TraesCS1A02G056200,1A,A,36765924,36766338,2,triad,54.22
TraesCS1A02G056400,1A,A,36769724,36770407,1,partial,50.44
TraesCS1A02G056500,1A,A,36772140,36774424,2,triad,50.11
TraesCS1A02G056600,1A,A,36776373,36780640,2,triad,51.24
TraesCS1A02G056700,1A,A,36794163,36794789,1,partial,62.68
TraesCS1A02G056800,1A,A,36823911,36824339,1,partial,69.0
TraesCS1A02G056900,1A,A,36839920,36840861,2,triad,44.06
TraesCS1A02G057000,1A,A,37439847,37460883,1,partial,45.04
TraesCS1A02G057100,1A,A,37465850,37468260,2,triad,43.34
TraesCS1A02G057200,1A,A,37478206,37481881,2,triad,50.38
TraesCS1A02G057300,1A,A,37502130,37504986,2,triad,42.21
TraesCS1A02G057400,1A,A,37509895,37512267,2,triad,47.03
TraesCS1A02G057500,1A,A,37510298,37510492,2,triad,40.0
TraesCS1A02G057600,1A,A,37619290,37622853,0,singleton,38.36
TraesCS1A02G057700,1A,A,38343191,38344819,0,singleton,37.88
TraesCS1A02G057800,1A,A,38359265,38359954,2,triad,45.94
TraesCS1A02G057900,1A,A,38366744,38368653,2,triad,51.47
TraesCS1A02G058000,1A,A,38484393,38485543,0,singleton,61.86
TraesCS1A02G058100,1A,A,38699172,38703725,0,singleton,47.47
TraesCS1A02G058200,1A,A,38711994,38715061,0,singleton,46.32
TraesCS1A02G058300,1A,A,38717933,38718693,2,triad,67.02
TraesCS1A02G058400,1A,A,38728807,38733500,2,triad,48.91
TraesCS1A02G058500,1A,A,39348700,39357763,2,triad,53.02
TraesCS1A02G058600,1A,A,39402527,39408383,2,triad,47.19
TraesCS1A02G058700,1A,A,39402991,39410027,2,triad,48.61
TraesCS1A02G058800,1A,A,39635757,39637187,2,triad,63.03
TraesCS1A02G058900,1A,A,39649614,39651876,2,triad,49.49
TraesCS1A02G059000,1A,A,39821961,39822785,2,triad,63.15
TraesCS1A02G059100,1A,A,39870474,39872241,2,triad,58.14
TraesCS1A02G059200,1A,A,39892912,39894955,2,triad,65.46
TraesCS1A02G059300,1A,A,40147850,40151816,1,partial,34.53
TraesCS1A02G059400,1A,A,40280184,40280621,2,triad,62.1
TraesCS1A02G059500,1A,A,40892389,40898032,0,singleton,47.13
TraesCS1A02G059600,1A,A,40899115,40901290,2,triad,61.49
TraesCS1A02G059700,1A,A,40912033,40913652,2,triad,61.17
TraesCS1A02G059800,1A,A,40937257,40940082,2,triad,39.92
TraesCS1A02G059900,1A,A,41288460,41319768,2,triad,44.6
TraesCS1A02G060000,1A,A,41340141,41340639,1,partial,50.5
TraesCS1A02G060100,1A,A,41357284,41362423,2,triad,41.01
