chromosome,genome,window_start_bp,window_end_bp,n_genes,fractionation_rate,mean_gc_content,n_records,n_distinct_studies,n_trait_categories,trait_shannon_entropy,records_per_gene,studies_per_gene
7A,A,560000000,570000000,97,0.2371,51.084,10,3,3,1.5219,0.10309,0.03093
7A,A,570000000,580000000,76,0.2237,50.202,10,8,4,1.6855,0.13158,0.10526
7A,A,580000000,590000000,60,0.1333,52.787,25,7,4,1.7347,0.41667,0.11667
7A,A,590000000,600000000,46,0.2174,51.584,14,8,6,2.217,0.30435,0.17391
7A,A,600000000,610000000,69,0.1159,52.668,11,8,3,1.3093,0.15942,0.11594
7A,A,610000000,620000000,91,0.1868,51.381,37,15,4,0.9943,0.40659,0.16484
7A,A,620000000,630000000,86,0.1744,52.852,18,9,3,1.4153,0.2093,0.10465
7A,A,630000000,640000000,110,0.3364,51.588,27,8,5,1.634,0.24545,0.07273
7A,A,640000000,650000000,98,0.1735,51.161,27,10,5,1.4709,0.27551,0.10204
7A,A,650000000,660000000,89,0.3258,51.298,43,9,4,1.5732,0.48315,0.10112
7A,A,660000000,670000000,114,0.2281,51.389,33,15,5,1.6802,0.28947,0.13158
7A,A,670000000,680000000,166,0.3133,51.288,79,21,5,1.7286,0.4759,0.12651
7A,A,680000000,690000000,89,0.1685,53.304,37,16,4,1.091,0.41573,0.17978
7A,A,690000000,700000000,146,0.2397,51.871,70,20,6,1.5095,0.47945,0.13699
7A,A,700000000,710000000,186,0.2312,51.761,218,29,6,0.6792,1.17204,0.15591
7A,A,710000000,720000000,114,0.1842,49.648,79,15,6,1.8192,0.69298,0.13158
7A,A,720000000,730000000,142,0.162,52.487,106,10,4,0.8478,0.74648,0.07042
7A,A,730000000,740000000,135,0.2963,49.701,78,14,6,0.7535,0.57778,0.1037
7B,B,0,10000000,139,0.1727,50.893,80,31,8,2.1461,0.57554,0.22302
7B,B,10000000,20000000,86,0.2326,51.817,19,6,3,1.378,0.22093,0.06977
7B,B,20000000,30000000,98,0.2449,51.225,24,7,4,1.6625,0.2449,0.07143
7B,B,30000000,40000000,79,0.2025,50.664,13,9,5,1.8811,0.16456,0.11392
7B,B,40000000,50000000,107,0.243,50.726,49,20,6,1.591,0.45794,0.18692
7B,B,50000000,60000000,87,0.1149,50.848,28,12,5,1.9492,0.32184,0.13793
7B,B,60000000,70000000,64,0.1094,51.627,42,15,6,1.8057,0.65625,0.23438
7B,B,70000000,80000000,80,0.1375,50.564,13,1,2,0.7793,0.1625,0.0125
7B,B,80000000,90000000,78,0.1026,54.718,6,5,4,1.7925,0.07692,0.0641
7B,B,90000000,100000000,66,0.1667,53.325,9,4,3,1.2244,0.13636,0.06061
7B,B,100000000,110000000,100,0.17,49.801,13,8,4,1.5734,0.13,0.08
7B,B,110000000,120000000,87,0.1034,50.793,6,5,3,1.2516,0.06897,0.05747
7B,B,120000000,130000000,81,0.1481,53.961,24,6,3,1.2988,0.2963,0.07407
7B,B,130000000,140000000,77,0.1039,51.695,30,6,3,0.42,0.38961,0.07792
7B,B,140000000,150000000,57,0.1754,50.858,14,7,2,0.5917,0.24561,0.12281
7B,B,150000000,160000000,61,0.0492,49.626,36,9,5,1.2704,0.59016,0.14754
7B,B,160000000,170000000,54,0.0741,49.822,28,6,4,0.6611,0.51852,0.11111
7B,B,170000000,180000000,41,0.0732,50.114,31,2,1,0.0,0.7561,0.04878
7B,B,180000000,190000000,41,0.122,49.231,23,4,2,0.4262,0.56098,0.09756
7B,B,190000000,200000000,46,0.1957,49.464,12,8,4,1.7296,0.26087,0.17391
7B,B,200000000,210000000,46,0.1957,49.615,11,8,4,1.8231,0.23913,0.17391
7B,B,210000000,220000000,51,0.1765,48.277,5,4,3,1.371,0.09804,0.07843
7B,B,220000000,230000000,55,0.1455,49.822,11,5,3,0.8659,0.2,0.09091
7B,B,230000000,240000000,25,0.08,49.54,13,5,2,0.3912,0.52,0.2
7B,B,240000000,250000000,75,0.12,50.057,3,2,2,0.9183,0.04,0.02667
7B,B,250000000,260000000,18,0.1667,49.499,0,0,0,0.0,0.0,0.0
7B,B,260000000,270000000,15,0.2,51.495,7,4,2,0.5917,0.46667,0.26667
7B,B,270000000,280000000,15,0.0667,47.555,1,1,1,0.0,0.06667,0.06667
7B,B,280000000,290000000,14,0.2143,45.722,2,2,1,0.0,0.14286,0.14286
7B,B,290000000,300000000,17,0.2353,44.879,2,2,2,1.0,0.11765,0.11765
7B,B,300000000,310000000,14,0.2857,45.494,0,0,0,0.0,0.0,0.0
7B,B,310000000,320000000,20,0.15,47.712,2,2,1,0.0,0.1,0.1
7B,B,320000000,330000000,40,0.1,47.017,19,6,3,0.5907,0.475,0.15
7B,B,330000000,340000000,49,0.0816,50.853,8,3,2,0.5436,0.16327,0.06122
7B,B,340000000,350000000,9,0.2222,46.942,1,1,1,0.0,0.11111,0.11111
7B,B,350000000,360000000,13,0.1538,46.397,0,0,0,0.0,0.0,0.0
7B,B,360000000,370000000,22,0.0909,45.65,2,2,2,1.0,0.09091,0.09091
7B,B,370000000,380000000,54,0.0556,48.066,9,2,3,0.9864,0.16667,0.03704
7B,B,380000000,390000000,60,0.0833,48.15,3,2,1,0.0,0.05,0.03333
7B,B,390000000,400000000,37,0.1622,52.049,0,0,0,0.0,0.0,0.0
7B,B,400000000,410000000,21,0.0952,50.512,5,5,2,0.971,0.2381,0.2381
7B,B,410000000,420000000,40,0.1,49.47,0,0,0,0.0,0.0,0.0
7B,B,420000000,430000000,59,0.1525,50.796,2,2,1,0.0,0.0339,0.0339
7B,B,430000000,440000000,67,0.0746,52.655,7,4,2,0.5917,0.10448,0.0597
7B,B,440000000,450000000,62,0.0323,52.936,1,1,1,0.0,0.01613,0.01613
7B,B,450000000,460000000,72,0.0972,49.419,20,3,1,0.0,0.27778,0.04167
7B,B,460000000,470000000,56,0.0714,50.445,6,2,3,1.4591,0.10714,0.03571
7B,B,470000000,480000000,48,0.0833,52.729,3,3,2,0.9183,0.0625,0.0625
7B,B,480000000,490000000,71,0.0986,50.687,13,4,2,0.3912,0.1831,0.05634
7B,B,490000000,500000000,57,0.1579,52.265,8,5,4,2.0,0.14035,0.08772
7B,B,500000000,510000000,64,0.0625,52.19,15,4,4,1.2366,0.23438,0.0625
7B,B,510000000,520000000,68,0.0882,48.731,35,6,3,1.3656,0.51471,0.08824
7B,B,520000000,530000000,82,0.2073,50.982,15,8,3,1.5058,0.18293,0.09756
7B,B,530000000,540000000,93,0.0968,52.57,21,7,2,0.5917,0.22581,0.07527
7B,B,540000000,550000000,37,0.1351,52.285,9,7,3,1.3516,0.24324,0.18919
7B,B,550000000,560000000,66,0.1515,53.24,13,7,4,1.352,0.19697,0.10606
7B,B,560000000,570000000,61,0.0984,50.871,28,5,2,0.3712,0.45902,0.08197
7B,B,570000000,580000000,74,0.2973,50.585,27,6,4,1.4308,0.36486,0.08108
7B,B,580000000,590000000,83,0.1446,52.613,34,12,6,1.9521,0.40964,0.14458
7B,B,590000000,600000000,112,0.3929,50.716,21,12,5,1.8369,0.1875,0.10714
7B,B,600000000,610000000,90,0.1778,54.217,24,13,6,1.9658,0.26667,0.14444
7B,B,610000000,620000000,51,0.3333,50.108,54,10,4,0.8753,1.05882,0.19608
7B,B,620000000,630000000,80,0.1625,49.593,15,11,4,1.8892,0.1875,0.1375
7B,B,630000000,640000000,92,0.3043,51.597,61,14,4,1.2026,0.66304,0.15217
7B,B,640000000,650000000,94,0.2021,50.821,19,12,5,1.7832,0.20213,0.12766
7B,B,650000000,660000000,95,0.2737,54.174,45,11,4,1.3377,0.47368,0.11579
7B,B,660000000,670000000,98,0.3776,50.946,21,5,4,1.1183,0.21429,0.05102
7B,B,670000000,680000000,98,0.3265,53.15,43,14,6,1.9106,0.43878,0.14286
7B,B,680000000,690000000,96,0.3125,53.583,32,15,7,2.1914,0.33333,0.15625
7B,B,690000000,700000000,122,0.2951,49.264,26,19,5,1.9576,0.21311,0.15574
7B,B,700000000,710000000,154,0.2468,52.353,70,27,9,2.288,0.45455,0.17532
7B,B,710000000,720000000,154,0.2468,47.999,62,16,5,1.0742,0.4026,0.1039
7B,B,720000000,730000000,100,0.22,53.874,26,13,6,2.2179,0.26,0.13
7B,B,730000000,740000000,88,0.2841,49.539,13,8,4,1.1451,0.14773,0.09091
7B,B,740000000,750000000,184,0.3804,49.378,38,15,5,1.7736,0.20652,0.08152
7B,B,750000000,760000000,25,0.4,46.29,13,6,3,1.2389,0.52,0.24
7D,D,0,10000000,220,0.2318,50.335,56,30,6,1.8897,0.25455,0.13636
7D,D,10000000,20000000,181,0.2155,49.911,68,16,6,0.7084,0.37569,0.0884
7D,D,20000000,30000000,167,0.1737,51.697,40,12,6,1.7215,0.23952,0.07186
7D,D,30000000,40000000,126,0.2698,52.477,11,6,3,1.0958,0.0873,0.04762
7D,D,40000000,50000000,144,0.2153,51.912,18,11,5,2.2608,0.125,0.07639
7D,D,50000000,60000000,169,0.213,51.177,46,17,6,1.8569,0.27219,0.10059
7D,D,60000000,70000000,149,0.2685,51.726,49,11,6,1.9019,0.32886,0.07383
7D,D,70000000,80000000,172,0.3953,50.344,21,7,4,0.9882,0.12209,0.0407
7D,D,80000000,90000000,134,0.2313,51.465,13,5,4,1.7381,0.09701,0.03731
7D,D,90000000,100000000,102,0.2157,50.809,24,15,6,1.8903,0.23529,0.14706
7D,D,100000000,110000000,95,0.1368,52.788,29,13,5,1.3754,0.30526,0.13684
7D,D,110000000,120000000,91,0.1429,52.671,11,7,4,1.8676,0.12088,0.07692
7D,D,120000000,130000000,87,0.2184,54.363,9,5,2,0.5033,0.10345,0.05747
7D,D,130000000,140000000,106,0.1887,54.63,15,6,3,1.2867,0.14151,0.0566
7D,D,140000000,150000000,66,0.1515,52.807,5,5,3,1.371,0.07576,0.07576
7D,D,150000000,160000000,74,0.0811,49.969,6,5,2,0.65,0.08108,0.06757
7D,D,160000000,170000000,107,0.0748,53.76,13,3,2,0.3912,0.1215,0.02804
7D,D,170000000,180000000,76,0.0921,53.681,16,9,5,1.9056,0.21053,0.11842
7D,D,180000000,190000000,100,0.06,49.896,5,5,3,1.5219,0.05,0.05
7D,D,190000000,200000000,78,0.1154,49.605,42,4,2,0.1623,0.53846,0.05128
7D,D,200000000,210000000,65,0.1692,48.364,2,2,1,0.0,0.03077,0.03077
7D,D,210000000,220000000,51,0.1373,50.811,10,5,3,1.2955,0.19608,0.09804
7D,D,220000000,230000000,52,0.0962,50.782,3,3,2,0.9183,0.05769,0.05769
7D,D,230000000,240000000,101,0.297,48.385,1,1,1,0.0,0.0099,0.0099
7D,D,240000000,250000000,50,0.08,49.669,1,1,1,0.0,0.02,0.02
7D,D,250000000,260000000,43,0.0233,50.019,1,1,1,0.0,0.02326,0.02326
7D,D,260000000,270000000,79,0.1266,50.789,2,1,1,0.0,0.02532,0.01266
7D,D,270000000,280000000,22,0.0455,49.296,2,1,1,0.0,0.09091,0.04545
7D,D,280000000,290000000,10,0.0,45.051,1,1,1,0.0,0.1,0.1
7D,D,290000000,300000000,16,0.0625,46.343,2,2,2,1.0,0.125,0.125
7D,D,300000000,310000000,26,0.3077,44.827,1,1,1,0.0,0.03846,0.03846
7D,D,310000000,320000000,15,0.0,47.665,0,0,0,0.0,0.0,0.0
7D,D,320000000,330000000,12,0.25,43.546,1,1,1,0.0,0.08333,0.08333
7D,D,330000000,340000000,12,0.0833,44.984,1,1,1,0.0,0.08333,0.08333
7D,D,340000000,350000000,10,0.1,49.554,5,4,1,0.0,0.5,0.4
7D,D,350000000,360000000,11,0.1818,50.359,8,3,3,1.0613,0.72727,0.27273
7D,D,360000000,370000000,25,0.04,47.62,4,2,2,0.8113,0.16,0.08
7D,D,370000000,380000000,45,0.0889,47.826,9,7,2,0.5033,0.2,0.15556
7D,D,380000000,390000000,81,0.1358,49.153,10,6,2,0.469,0.12346,0.07407
7D,D,390000000,400000000,64,0.0625,50.728,24,6,4,0.7417,0.375,0.09375
7D,D,400000000,410000000,57,0.0526,49.607,8,7,3,1.2988,0.14035,0.12281
7D,D,410000000,420000000,85,0.1529,50.676,7,5,3,1.3788,0.08235,0.05882
7D,D,420000000,430000000,88,0.1364,53.816,5,3,2,0.971,0.05682,0.03409
7D,D,430000000,440000000,68,0.1176,50.654,4,3,3,1.5,0.05882,0.04412
7D,D,440000000,450000000,62,0.0968,49.611,8,2,2,0.5436,0.12903,0.03226
7D,D,450000000,460000000,71,0.0986,52.614,6,5,2,0.65,0.08451,0.07042
7D,D,460000000,470000000,74,0.1351,50.814,1,1,1,0.0,0.01351,0.01351
7D,D,470000000,480000000,69,0.029,54.043,2,2,2,1.0,0.02899,0.02899
7D,D,480000000,490000000,74,0.1081,49.194,6,4,2,0.65,0.08108,0.05405
7D,D,490000000,500000000,73,0.1507,52.489,2,2,2,1.0,0.0274,0.0274
7D,D,500000000,510000000,101,0.1881,51.094,7,1,1,0.0,0.06931,0.0099
7D,D,510000000,520000000,73,0.0959,53.349,15,7,4,1.7968,0.20548,0.09589
7D,D,520000000,530000000,78,0.1538,52.821,26,6,4,0.6988,0.33333,0.07692
7D,D,530000000,540000000,93,0.1828,52.281,8,8,2,0.5436,0.08602,0.08602
7D,D,540000000,550000000,113,0.292,52.184,38,5,2,0.998,0.33628,0.04425
7D,D,550000000,560000000,96,0.1979,53.656,37,9,2,0.1793,0.38542,0.09375
7D,D,560000000,570000000,114,0.2105,51.449,55,7,4,0.8944,0.48246,0.0614
7D,D,570000000,580000000,156,0.1923,52.546,65,14,5,1.2043,0.41667,0.08974
7D,D,580000000,590000000,133,0.1504,52.412,9,8,3,0.9864,0.06767,0.06015
7D,D,590000000,600000000,123,0.2276,53.612,20,6,4,1.6805,0.1626,0.04878
7D,D,600000000,610000000,144,0.2986,50.811,10,8,5,1.961,0.06944,0.05556
7D,D,610000000,620000000,197,0.1117,52.43,23,14,6,1.9745,0.11675,0.07107
7D,D,620000000,630000000,165,0.1697,51.464,22,10,4,0.9568,0.13333,0.06061
7D,D,630000000,640000000,162,0.3025,51.349,14,9,6,2.217,0.08642,0.05556
