Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Triticum aestivum homoeologue gene stable ID	Triticum aestivum homoeologue chromosome/scaffold name	Triticum aestivum homoeologue chromosome/scaffold start (bp)	Triticum aestivum homoeologue chromosome/scaffold end (bp)	Triticum aestivum homoeology confidence [0 low, 1 high]
TraesCS3D02G226200	3D	307939236	307941388	TraesCS3B02G256100	3B	413802368	413804502	1
TraesCS3D02G226200	3D	307939236	307941388	TraesCS3A02G228500	3A	427211183	427213246	1
TraesCS2A02G178100	2A	137212718	137213406	TraesCS2D02G186600	2D	131124406	131125094	1
TraesCS2A02G178100	2A	137212718	137213406	TraesCS2D02G186800	2D	131134276	131134949	1
TraesCS3D02G104700	3D	57175137	57176219					
TraesCS1D02G070600	1D	51832057	51832302	TraesCS7B02G395900	7B	662755132	662755377	0
TraesCSU02G006600	Un	10229873	10230821					
TraesCS7D02G078200	7D	45835950	45838830					
TraesCS3D02G142400	3D	104292768	104293319	TraesCS3B02G160200	3B	155418393	155419278	1
TraesCS3D02G142400	3D	104292768	104293319	TraesCS3A02G312000	3A	551762306	551763261	1
TraesCS1B02G365200	1B	596039715	596040340	TraesCS1A02G351000	1A	535446433	535447323	1
TraesCS6B02G124700	6B	119848790	119849317	TraesCS6D02G087400	6D	52723884	52724408	1
TraesCS6B02G124700	6B	119848790	119849317	TraesCS6A02G096300	6A	63609498	63610355	1
TraesCS4A02G079700	4A	81799132	81802040	TraesCS4D02G224900	4D	381886960	381889988	1
TraesCS4A02G079700	4A	81799132	81802040	TraesCS4B02G224300	4B	469033316	469036307	1
TraesCS3B02G306500	3B	492567393	492571441	TraesCS3D02G272300	3D	378024343	378028453	1
TraesCS3B02G306500	3B	492567393	492571441	TraesCS3A02G272900	3A	502097228	502101492	1
TraesCS3D02G378700	3D	495915950	495920036	TraesCS3A02G385600	3A	635148224	635152237	1
TraesCS3D02G378700	3D	495915950	495920036	TraesCS3B02G417800	3B	654648169	654651767	1
TraesCS1D02G278100	1D	375367816	375369996	TraesCS1A02G278800	1A	474430833	474432419	1
TraesCS1D02G278100	1D	375367816	375369996	TraesCS1B02G287800	1B	500539302	500540885	1
TraesCS1D02G223600	1D	311366169	311369554	TraesCS1A02G221900	1A	391256779	391260253	1
TraesCS1D02G223600	1D	311366169	311369554	TraesCS1B02G235100	1B	421096799	421100560	1
TraesCS2A02G141000	2A	86286995	86288137	TraesCS2B02G166000	2B	138787462	138802242	1
TraesCS2A02G141000	2A	86286995	86288137	TraesCS2D02G144400	2D	85775937	85777667	1
TraesCS1D02G078700	1D	60392843	60393952	TraesCS1A02G076300	1A	59112187	59112978	1
TraesCS7B02G155200	7B	207972324	207973767					
TraesCS5B02G293200	5B	478336154	478336618	TraesCS5A02G294100	5A	503398885	503399696	1
TraesCS5B02G293200	5B	478336154	478336618	TraesCS5D02G301400	5D	398331408	398331941	1
TraesCSU02G182100	Un	273226124	273227312					
TraesCS2D02G247600	2D	291729514	291730000	TraesCS7A02G080700	7A	46403099	46403776	0
TraesCS2D02G247600	2D	291729514	291730000	TraesCS5B02G339500	5B	523841614	523842100	0
TraesCS1D02G420500	1D	476904707	476909192	TraesCS1B02G443200	1B	664297130	664302657	1
TraesCS1D02G420500	1D	476904707	476909192	TraesCS1A02G412900	1A	573060338	573065094	1
TraesCS2B02G339300	2B	484608524	484608832	TraesCS4A02G472900	4A	732919817	732920113	0
TraesCS7B02G300100	7B	537457343	537458581	TraesCS7A02G400000	7A	579796136	579805560	1
TraesCS7B02G300100	7B	537457343	537458581	TraesCS7D02G393800	7D	509239902	509243253	1
TraesCS7D02G377500	7D	488784279	488790738	TraesCS7B02G283100	7B	517312612	517320661	1
TraesCS7D02G377500	7D	488784279	488790738	TraesCS7A02G381200	7A	556161901	556168895	1
TraesCS4B02G354700	4B	646145800	646146702	TraesCS5A02G524100	5A	684703829	684704820	1
TraesCS5D02G395400	5D	463087188	463088829	TraesCS5B02G390400	5B	569825704	569826704	1
TraesCS5D02G395400	5D	463087188	463088829	TraesCS5A02G385400	5A	582980747	582982807	1
TraesCS1D02G101600	1D	89239188	89241444	TraesCS1A02G092900	1A	85344049	85346466	1
TraesCS1D02G101600	1D	89239188	89241444	TraesCS1B02G120600	1B	142522456	142524881	1
TraesCS5D02G036500	5D	35560974	35561432					
TraesCS3B02G121100	3B	91429817	91433602	TraesCS3A02G103700	3A	67151954	67155932	1
TraesCS3B02G121100	3B	91429817	91433602	TraesCS3D02G106000	3D	58114009	58117800	1
TraesCS5A02G389700	5A	585428729	585430521	TraesCS5D02G399600	5D	465029958	465031884	1
TraesCS1D02G036800	1D	17193259	17196753	TraesCS1A02G035300	1A	18486339	18489620	1
TraesCS1D02G036800	1D	17193259	17196753	TraesCS1B02G045100	1B	24988341	24990458	1
TraesCS3A02G252100	3A	472414299	472414631					
TraesCS2B02G069630	2B	36927211	36927764	TraesCS2D02G058734	2D	23317566	23317862	1
TraesCS2B02G069630	2B	36927211	36927764	TraesCS2A02G059500	2A	25450094	25450711	1
TraesCS2A02G540400	2A	752336231	752338033	TraesCS2D02G542100	2D	620684627	620686402	1
TraesCS2A02G540400	2A	752336231	752338033	TraesCS2B02G570900	2B	761327590	761329256	1
TraesCS1D02G228600	1D	316618105	316623097	TraesCS1B02G241100	1B	428721775	428726717	1
TraesCS1D02G228600	1D	316618105	316623097	TraesCS1A02G227000	1A	397737103	397743609	1
TraesCS6A02G334200	6A	564974816	564976448	TraesCS6D02G313300	6D	422190698	422192336	1
TraesCS6A02G334200	6A	564974816	564976448	TraesCS6B02G364800	6B	636491592	636493250	1
TraesCS6A02G334200	6A	564974816	564976448	TraesCS6D02G313500	6D	422203820	422205494	0
TraesCS6A02G334200	6A	564974816	564976448	TraesCS6B02G364900	6B	636584277	636585918	0
TraesCS3D02G419600	3D	532123854	532125720	TraesCS3A02G424700	3A	667304520	667308022	1
TraesCS3D02G419600	3D	532123854	532125720	TraesCS3B02G460900	3B	704260916	704262754	1
TraesCS7D02G186700	7D	139305877	139307631	TraesCS7B02G090300	7B	104563278	104566031	1
TraesCS3A02G252500	3A	473203124	473212005	TraesCS3B02G284100	3B	455053703	455062390	1
TraesCS2D02G187500	2D	131284242	131285090	TraesCS2A02G179000	2A	137936087	137936842	1
TraesCS2D02G187500	2D	131284242	131285090	TraesCS2B02G205900	2B	184876952	184878058	1
TraesCS5B02G531900	5B	689850066	689852282	TraesCS5D02G530200	5D	546649028	546651269	1
TraesCS5B02G531900	5B	689850066	689852282	TraesCS4A02G342800	4A	622288319	622290370	1
TraesCS7B02G495300	7B	746439564	746440769					
TraesCS5D02G274700	5D	377530679	377531020	TraesCS5B02G266400	5B	450838268	450838863	1
TraesCS5D02G274700	5D	377530679	377531020	TraesCS5A02G266800	5A	478318678	478319019	1
TraesCS2B02G351200	2B	499539707	499541161	TraesCS2D02G331900	2D	424637165	424638948	1
TraesCS2B02G261300	2B	333029015	333059419	TraesCS2D02G240400	2D	258793368	258809297	1
TraesCS2B02G261300	2B	333029015	333059419	TraesCS2A02G244000	2A	345477820	345496291	0
TraesCS1B02G368000	1B	598691244	598693056	TraesCS1D02G356300	1D	441009747	441011542	1
TraesCS1B02G368000	1B	598691244	598693056	TraesCS1A02G354200	1A	537090210	537091685	1
TraesCS1B02G368000	1B	598691244	598693056	TraesCS1A02G354100	1A	537085607	537087085	1
TraesCS4A02G204900	4A	497024196	497029187	TraesCS4D02G105700	4D	84291890	84297256	1
TraesCS4A02G204900	4A	497024196	497029187	TraesCS4B02G108600	4B	119339061	119346199	1
TraesCS2A02G123200	2A	72812418	72814202	TraesCS2B02G145300	2B	111080233	111081951	1
TraesCS2A02G123200	2A	72812418	72814202	TraesCS2D02G126200	2D	73415715	73417515	1
TraesCS7D02G057700	7D	30983791	30984558	TraesCS7A02G063100	7A	31547290	31548285	0
TraesCS7D02G057700	7D	30983791	30984558	TraesCS7A02G062900	7A	31511092	31512053	0
TraesCS7D02G057700	7D	30983791	30984558	TraesCS7A02G063000	7A	31528897	31529855	0
TraesCS3B02G267000	3B	428101096	428110474	TraesCS3D02G238800	3D	330276109	330287669	1
TraesCS3B02G267000	3B	428101096	428110474	TraesCS3A02G238500	3A	445871729	445875406	1
TraesCS7D02G354100	7D	458010727	458014781	TraesCS7A02G369100	7A	542708254	542710889	1
TraesCS7D02G354100	7D	458010727	458014781	TraesCS7B02G259300	7B	479781109	479783127	1
TraesCS4B02G032700	4B	24538674	24543288	TraesCS4D02G030300	4D	13744321	13748912	1
TraesCS4B02G032700	4B	24538674	24543288	TraesCS4D02G030400	4D	13838977	13840597	1
TraesCS4B02G032700	4B	24538674	24543288	TraesCS4D02G030500	4D	13928452	13933386	1
TraesCS4B02G032700	4B	24538674	24543288	TraesCS4A02G261700	4A	574158150	574159454	0
TraesCS4B02G032700	4B	24538674	24543288	TraesCS4A02G279700	4A	586857087	586858056	1
TraesCS1B02G394000	1B	626501063	626502169	TraesCS2D02G579700	2D	642016906	642018131	1
TraesCS1B02G394000	1B	626501063	626502169	TraesCS2A02G235600	2A	294767416	294768643	1
TraesCS6D02G080300	6D	45966908	45967670	TraesCS6B02G119600	6B	114260326	114261200	1
TraesCS6D02G080300	6D	45966908	45967670	TraesCS6A02G091400	6A	60093748	60094837	1
TraesCS4A02G279000	4A	586674210	586678377	TraesCS4D02G032300	4D	14924585	14929129	1
TraesCS4A02G279000	4A	586674210	586678377	TraesCS4B02G033700	4B	24765232	24770127	1
TraesCS7B02G434300	7B	701332287	701340200	TraesCS7A02G518200	7A	701764017	701771932	1
TraesCS7B02G434300	7B	701332287	701340200	TraesCS7D02G508100	7D	611814383	611822635	1
TraesCS2B02G313600	2B	448874204	448879066	TraesCS2D02G295300	2D	377158526	377163474	1
TraesCS2B02G313600	2B	448874204	448879066	TraesCS2A02G297400	2A	511117062	511121925	1
TraesCS7B02G182900	7B	287117022	287117792					
TraesCS5A02G104300	5A	168398440	168399290					
TraesCS2D02G579500	2D	641960701	641963851					
TraesCS5D02G331400	5D	422436887	422437769	TraesCS5B02G325300	5B	509191202	509191810	1
TraesCS5D02G331400	5D	422436887	422437769	TraesCS5A02G324500	5A	535674243	535675132	1
TraesCS1A02G355400	1A	537969896	537972802	TraesCS1D02G355000	1D	439869194	439872115	1
TraesCS1A02G355400	1A	537969896	537972802	TraesCS1B02G366200	1B	597451089	597453989	1
TraesCS2A02G326000	2A	556950279	556950921					
TraesCS6D02G139000	6D	108222578	108224300	TraesCS6B02G177600	6B	195489787	195491514	1
TraesCS6D02G139000	6D	108222578	108224300	TraesCS6A02G149700	6A	133305783	133307489	1
TraesCS5A02G170700	5A	363919623	363923016	TraesCS5D02G175300	5D	275146846	275150246	1
TraesCS5A02G170700	5A	363919623	363923016	TraesCS5B02G167500	5B	309816958	309818211	1
TraesCS2B02G003700	2B	2086946	2088978					
TraesCS1D02G354700	1D	439726615	439727205					
TraesCS5A02G269600	5A	480292061	480292976	TraesCS5B02G270100	5B	455739934	455740838	1
TraesCS5A02G269600	5A	480292061	480292976	TraesCS5D02G277700	5D	379795622	379796523	1
TraesCS3D02G170300	3D	149204927	149206388					
TraesCS4A02G404700	4A	678217690	678220066	TraesCS4D02G302700	4D	470506568	470509154	1
TraesCS4A02G404700	4A	678217690	678220066	TraesCS4B02G304500	4B	592819415	592821925	1
TraesCS2D02G122700	2D	71621572	71623536	TraesCS2A02G120600	2A	70674223	70675986	1
TraesCS2D02G122700	2D	71621572	71623536	TraesCS2B02G141500	2B	107904310	107906122	1
TraesCS2A02G295300	2A	507716490	507717187	TraesCS2D02G293100	2D	375373444	375373968	1
TraesCS2A02G295300	2A	507716490	507717187	TraesCS2B02G311800	2B	445694516	445695040	1
TraesCS3B02G417700	3B	654474812	654483140	TraesCS3D02G378500	3D	495568896	495577053	1
TraesCS3B02G417700	3B	654474812	654483140	TraesCS3A02G385500	3A	635094975	635103282	1
TraesCS2A02G053400	2A	21460385	21465248					
TraesCS2D02G079300	2D	33934810	33935341					
TraesCS6A02G104200	6A	73379144	73383137	TraesCS6D02G092900	6D	58046917	58049671	1
TraesCS6A02G104200	6A	73379144	73383137	TraesCS6B02G133400	6B	130313374	130316063	1
TraesCS7B02G105700	7B	121889855	121891246	TraesCS7A02G199000	7A	161737600	161738897	1
TraesCS7B02G105700	7B	121889855	121891246	TraesCS7D02G201700	7D	160634386	160635803	1
TraesCS4A02G023400	4A	16505673	16507125	TraesCS4D02G278600	4D	450147124	450148547	1
TraesCS4A02G023400	4A	16505673	16507125	TraesCS4B02G280100	4B	562926761	562928260	1
TraesCS6D02G160900	6D	139308166	139309824	TraesCS6B02G199400	6B	239283250	239284710	1
TraesCS6D02G160900	6D	139308166	139309824	TraesCS6A02G171200	6A	181894203	181895672	1
TraesCS7A02G520500	7A	704776287	704778726	TraesCS7D02G510200	7D	613393081	613396531	1
TraesCS7A02G520500	7A	704776287	704778726	TraesCS7B02G436900	7B	703165247	703167853	1
TraesCS7A02G106400	7A	64611183	64615669	TraesCS7D02G100500	7D	60283898	60288355	1
TraesCS7A02G106400	7A	64611183	64615669	TraesCS7B02G005000	7B	2786932	2791262	1
TraesCS5D02G348800	5D	434331363	434331635					
TraesCS1B02G196000	1B	352389744	352393541	TraesCS1D02G188100	1D	260565163	260569369	1
TraesCS1B02G196000	1B	352389744	352393541	TraesCS1A02G188200	1A	340010733	340014644	1
TraesCS4A02G118900	4A	146725920	146728710	TraesCS4D02G186900	4D	324893136	324896171	1
TraesCS4A02G118900	4A	146725920	146728710	TraesCS4B02G185600	4B	405052684	405055515	1
TraesCS1B02G237200	1B	424082537	424085581	TraesCS1A02G223900	1A	394319588	394322386	1
TraesCS1B02G237200	1B	424082537	424085581	TraesCS1D02G225500	1D	314012352	314015752	1
TraesCS1D02G241800	1D	332398334	332402585	TraesCS1B02G253500	1B	447162280	447166953	1
TraesCS1D02G241800	1D	332398334	332402585	TraesCS1A02G241900	1A	430177937	430181778	1
TraesCS3D02G165000	3D	136568085	136568384	TraesCS3B02G184100	3B	199226195	199226494	1
TraesCS3D02G165000	3D	136568085	136568384	TraesCS3A02G157400	3A	154383740	154384039	1
TraesCS5A02G361800	5A	562977004	562992197	TraesCS5D02G370600	5D	445376646	445378893	1
TraesCS5A02G361800	5A	562977004	562992197	TraesCS5B02G364300	5B	542981056	542984095	1
TraesCS7B02G494200	7B	745355830	745357405	TraesCS2A02G043100	2A	17225701	17227333	0
TraesCS7B02G494200	7B	745355830	745357405	TraesCS3D02G153100	3D	119719088	119728765	0
TraesCS7D02G473000	7D	586119038	586122032	TraesCS7A02G486500	7A	676990896	676995609	1
TraesCS5D02G481000	5D	519179699	519180629	TraesCS5A02G467800	5A	645493888	645494777	1
TraesCS5D02G481000	5D	519179699	519180629	TraesCS5B02G480300	5B	652822035	652822997	1
TraesCS6D02G118100	6D	83695035	83696266	TraesCS2B02G578600	2B	766615884	766619276	0
TraesCS6D02G118100	6D	83695035	83696266	TraesCS6A02G195300	6A	279286602	279287824	1
TraesCS3D02G517700	3D	600624824	600625221	TraesCS3A02G509700	3A	730152040	730152785	1
TraesCS6B02G252000	6B	452171125	452177168	TraesCS6A02G229500	6A	432253328	432258184	1
TraesCS6B02G252000	6B	452171125	452177168	TraesCS6D02G205300	6D	291231588	291236709	1
TraesCS6B02G368400	6B	642726699	642729969	TraesCS6A02G337700	6A	571685169	571688351	1
TraesCS6B02G368400	6B	642726699	642729969	TraesCS6D02G318600	6D	426986563	426989645	1
TraesCS2D02G228100	2D	196790381	196791066	TraesCS2A02G222200	2A	213097361	213097663	1
TraesCS2D02G228100	2D	196790381	196791066	TraesCS2B02G247600	2B	254237639	254238328	1
TraesCS4A02G347500	4A	625405581	625416712	TraesCS5D02G525000	5D	543687440	543694159	1
TraesCS4A02G347500	4A	625405581	625416712	TraesCS5B02G529200	5B	687778631	687790269	0
TraesCS6B02G411300	6B	685199236	685202198	TraesCS6A02G373500	6A	596747628	596750799	1
TraesCS6B02G411300	6B	685199236	685202198	TraesCS6D02G357700	6D	451108693	451111761	1
TraesCS2B02G511000	2B	706789172	706789895	TraesCS2A02G484900	2A	719736202	719737361	1
TraesCS2B02G511000	2B	706789172	706789895	TraesCS2D02G484800	2D	585692639	585695730	1
TraesCS2D02G404800	2D	519132647	519135038					
TraesCS6D02G116100	6D	82234328	82237753	TraesCS6B02G153700	6B	157485838	157489399	1
TraesCS3B02G028600	3B	12309422	12309643					
TraesCS3B02G595000	3B	818157351	818158703	TraesCS3D02G532200	3D	608332482	608333816	0
TraesCS4D02G024400	4D	10764927	10767938	TraesCS4B02G026700	4B	20278828	20280986	1
TraesCS4D02G024400	4D	10764927	10767938	TraesCS4A02G287300	4A	592544381	592547078	1
TraesCS4D02G024400	4D	10764927	10767938	TraesCS4A02G287900	4A	593113134	593116295	1
TraesCS2B02G540700	2B	737107342	737108348	TraesCS2A02G512700	2A	737734297	737735145	1
TraesCS3A02G054100	3A	31659532	31667152	TraesCS3B02G065200	3B	38861118	38868603	1
TraesCS3A02G054100	3A	31659532	31667152	TraesCS3D02G053600	3D	22047120	22052398	1
TraesCS1A02G233300	1A	407129068	407129516	TraesCS1D02G238400	1D	327996837	327997282	1
TraesCS1A02G233300	1A	407129068	407129516	TraesCS1B02G249900	1B	442151917	442152352	1
TraesCS3B02G419900	3B	656579561	656582783	TraesCS3D02G380800	3D	496943580	496946877	1
TraesCS3B02G419900	3B	656579561	656582783	TraesCS3A02G388800	3A	637621118	637624539	1
TraesCS2A02G127800	2A	75575110	75591438	TraesCS2D02G130000	2D	75627175	75640864	1
TraesCS2A02G127800	2A	75575110	75591438	TraesCS2B02G149900	2B	116337158	116347705	1
TraesCS7D02G504200	7D	610419747	610421598	TraesCS7A02G513700	7A	700300241	700302038	0
TraesCS7D02G504200	7D	610419747	610421598	TraesCS7A02G513800	7A	700338023	700339688	1
TraesCS5D02G308900	5D	406198154	406199584	TraesCS5B02G302400	5B	486896048	486897466	1
TraesCS6B02G395600	6B	671158645	671163347	TraesCS6A02G362000	6A	592030560	592035268	1
TraesCS6B02G395600	6B	671158645	671163347	TraesCS6D02G345700	6D	445493651	445498305	1
TraesCS3D02G463500	3D	567662527	567664450					
TraesCS5D02G562500	5D	562336586	562339185	TraesCS7B02G001200	7B	267438	269851	1
TraesCS5D02G562500	5D	562336586	562339185	TraesCS4A02G494000	4A	742163273	742165522	1
TraesCS5D02G562500	5D	562336586	562339185	TraesCS4A02G492200	4A	741427219	741432462	1
TraesCS2D02G303800	2D	388087088	388089104	TraesCS2B02G322100	2B	459797723	459799868	1
TraesCS5D02G213900	5D	323575572	323586555					
TraesCS7D02G266100	7D	248470109	248476621	TraesCS7A02G265400	7A	265928796	265931887	1
TraesCS7D02G266100	7D	248470109	248476621	TraesCS7B02G163600	7B	225509448	225512741	1
TraesCS7D02G266100	7D	248470109	248476621	TraesCS7B02G163400	7B	225392674	225404104	1
TraesCS7A02G348900	7A	511713740	511717519	TraesCS7D02G329700	7D	421406942	421410673	1
TraesCS7A02G348900	7A	511713740	511717519	TraesCS7B02G233800	7B	437669163	437673247	1
TraesCS2A02G169300	2A	124211446	124213855	TraesCS2B02G195600	2B	173203935	173206234	1
TraesCS2A02G169300	2A	124211446	124213855	TraesCS2D02G176800	2D	120254338	120256708	1
TraesCS4D02G125700	4D	109920289	109927854	TraesCS4A02G187700	4A	466910566	466916480	1
TraesCS4D02G125700	4D	109920289	109927854	TraesCS4B02G131700	4B	171815542	171825534	1
TraesCS3D02G447700	3D	556027596	556028498	TraesCS3A02G455000	3A	692962252	692962862	1
TraesCS3D02G447700	3D	556027596	556028498	TraesCS3B02G493800	3B	739029088	739029702	1
TraesCS2B02G610600	2B	790225491	790225742	TraesCS2D02G588400	2D	645730685	645730936	1
TraesCS6D02G344800	6D	444881068	444881433	TraesCS6B02G394200	6B	669051460	669051816	1
TraesCS5A02G457200	5A	637055616	637059573	TraesCS5D02G468000	5D	509567048	509570795	1
TraesCS5A02G457200	5A	637055616	637059573	TraesCS5B02G466200	5B	640400813	640404483	1
TraesCS4D02G299700	4D	468598274	468600900	TraesCS4A02G003900	4A	2942890	2945449	1
TraesCS4D02G299700	4D	468598274	468600900	TraesCS4B02G301400	4B	588198663	588201404	1
TraesCS3B02G123400	3B	95155049	95157035	TraesCS3A02G104900	3A	68283653	68287698	1
TraesCS3B02G123400	3B	95155049	95157035	TraesCS3D02G107100	3D	59294096	59296759	1
TraesCS6A02G029700	6A	15540656	15543299	TraesCS6B02G042300	6B	26001751	26005940	1
TraesCS6A02G029700	6A	15540656	15543299	TraesCS6D02G034000	6D	14239448	14242329	1
TraesCS2B02G008300	2B	4751819	4754293	TraesCS2D02G017400	2D	8345960	8348996	1
TraesCS6B02G408600	6B	682659462	682662738	TraesCS6A02G371600	6A	595662087	595665039	1
TraesCS3D02G157700	3D	126216366	126220228	TraesCS3A02G149800	3A	135968322	135972186	1
TraesCS3D02G157700	3D	126216366	126220228	TraesCS3B02G176900	3B	180274601	180278234	1
TraesCS3D02G153500	3D	120288915	120294914	TraesCS3A02G144700	3A	127192010	127197672	1
TraesCS3D02G153500	3D	120288915	120294914	TraesCS3B02G171500	3B	172316129	172321792	1
TraesCS6D02G253000	6D	357011615	357013944	TraesCS6B02G300400	6B	538374695	538377030	1
TraesCS6D02G253000	6D	357011615	357013944	TraesCS6A02G273000	6A	499405767	499407713	1
TraesCS5B02G551400	5B	702624455	702627803	TraesCS4A02G354800	4A	629110482	629121456	0
TraesCS5A02G555200	5A	706677376	706678512	TraesCS4B02G345800	4B	639452139	639453299	1
TraesCS5D02G061900	5D	58143379	58149665					
TraesCS5D02G371900	5D	446174273	446174434					
TraesCS5B02G550200	5B	701521641	701528961	TraesCS4A02G335200	4A	617933283	617940601	1
TraesCS5B02G550200	5B	701521641	701528961	TraesCS5D02G536900	5D	549862326	549868496	1
TraesCS2A02G255000	2A	389218680	389228764	TraesCS2B02G267200	2B	359857823	359867498	1
TraesCS2A02G255000	2A	389218680	389228764	TraesCS2D02G255400	2D	308024295	308033679	1
TraesCSU02G222000	Un	328173592	328174404					
TraesCS2B02G597000	2B	780594577	780595020					
TraesCS3A02G509000	3A	729948037	729950793	TraesCS3B02G577800	3B	807432960	807436509	1
TraesCS3A02G509000	3A	729948037	729950793	TraesCS3D02G516800	3D	600418757	600421439	1
TraesCS2B02G467100	2B	662684316	662689243	TraesCS2D02G444900	2D	555912507	555917657	1
TraesCS2B02G213300	2B	197717360	197720020	TraesCS2D02G194100	2D	139057851	139061316	1
TraesCS2B02G213300	2B	197717360	197720020	TraesCS2A02G193400	2A	161854726	161858370	1
TraesCS7B02G227900	7B	428092889	428096027	TraesCS7D02G324000	7D	413690050	413693308	1
TraesCS7B02G227900	7B	428092889	428096027	TraesCS7A02G327300	7A	475770671	475774043	1
TraesCS1D02G123400	1D	125067983	125080769	TraesCS1B02G141700	1B	189321919	189326794	1
